"","Month","Province_State","Doses_admin_yf","People_at_least_one_dose_yf","People_fully_vaccinated_yf","Total_additional_doses_yf","Doses_admin_yf_daily","People_at_least_one_dose_yf_daily","People_fully_vaccinated_yf_daily","Total_additional_doses_yf_daily"
"1262",2021-01-01,"Pennsylvania",14752526,0,0,0,910660,0,0,0
"1263",2021-02-01,"Pennsylvania",50224864,23801921,0,0,1643580,1868724,0,0
"1264",2021-03-01,"Pennsylvania",131462114,89047421,39381667,0,3271776,2134448,2084919,0
"1265",2021-04-01,"Pennsylvania",240103851,156452534,92068425,0,3983542,2264388,1942388,0
"1266",2021-05-01,"Pennsylvania",353829985,214988268,151942156,0,2640239,1199212,1546224,0
"1267",2021-06-01,"Pennsylvania",398753446,233460482,180010331,0,1290529,556383,763922,0
"1268",2021-07-01,"Pennsylvania",440464534,254071595,202293370,0,685777,354947,356153,0
"1269",2021-08-01,"Pennsylvania",463742034,267502346,212849163,0,840957,494142,354133,0
"1270",2021-09-01,"Pennsylvania",473706147,272182190,216981313,0,779491,391842,347251,0
"1271",2021-10-01,"Pennsylvania",522152264,297466810,234836551,3952775,1425412,697692,311418,467947
"1272",2021-11-01,"Pennsylvania",548433516,308697412,231192248,23720497,887887,417608,0,583947
"1273",2021-12-01,"Pennsylvania",598424158,321760972,243645757,54202070,1639329,0,468234,1565278
"1274",2022-01-01,"Pennsylvania",646947838,322462123,257207375,92549894,1434876,118304,239830,721043
"1275",2022-02-01,"Pennsylvania",612015766,296639606,238111816,96487376,537530,169571,158792,190421
"1276",2022-03-01,"Pennsylvania",689291559,332156613,267158484,110906372,264349,87883,77941,92225
"1277",2022-04-01,"Pennsylvania",676777059,324260289,261117217,110264106,602180,101629,100760,107372
"1278",2022-05-01,"Pennsylvania",720018464,338006629,272780440,116942869,482921,84319,85247,82171
"1279",2022-06-01,"Pennsylvania",709798801,329468547,266202488,115705458,413631,91707,75119,91371
"1280",2022-07-01,"Pennsylvania",743417379,343124979,276906044,121715999,323150,93202,51281,60740
"1281",2022-08-01,"Pennsylvania",754533412,346141541,278861796,123799198,271135,69023,55701,53814
"1282",2022-09-01,"Pennsylvania",736701050,336819882,271391922,121096155,176441,58476,49664,32029
"1283",2022-10-01,"Pennsylvania",782844950,350346047,283104490,128355702,1081986,99931,115592,157163
"1284",2022-11-01,"Pennsylvania",785198652,342667134,277187427,128154337,750505,114339,90516,108840
"1285",2022-12-01,"Pennsylvania",828565499,356708403,288669216,135068579,466251,70563,63811,73872
"1286",2023-01-01,"Pennsylvania",838590729,358340820,290078403,136688902,223106,38196,33233,37655
"1287",2023-02-01,"Pennsylvania",762705881,324628874,262840160,124374173,148981,29236,24757,26775
"1288",2023-03-01,"Pennsylvania",245902644,104500286,84611159,40113439,27594,6049,4897,4934
"1289",2020-12-01,"Puerto Rico",221458,0,0,0,29214,0,0,0
"1290",2021-01-01,"Puerto Rico",3539717,0,0,0,206846,0,0,0
"1291",2021-02-01,"Puerto Rico",10549816,4609525,0,0,302025,350851,0,0
"1292",2021-03-01,"Puerto Rico",24010745,15399478,7838257,0,524542,342012,393521,0
"1293",2021-04-01,"Puerto Rico",43309930,27850672,17090717,0,788254,480319,367251,0
"1294",2021-05-01,"Puerto Rico",71298963,43972032,30292092,0,849792,448727,422513,0
"1295",2021-06-01,"Puerto Rico",88081796,52014293,39479279,0,507548,246155,278459,0
"1296",2021-07-01,"Puerto Rico",119043745,66036077,57005003,0,766966,329240,449931,0
"1297",2021-08-01,"Puerto Rico",126662236,70270455,60657214,0,258215,166757,96518,0
"1298",2021-09-01,"Puerto Rico",134447131,73987513,64146742,0,439567,165978,236887,0
"1299",2021-10-01,"Puerto Rico",149722652,79811261,71312821,1389824,338740,91589,102577,161004
"1300",2021-11-01,"Puerto Rico",156038183,79954163,70895485,8515484,385638,85688,20047,245775
"1301",2021-12-01,"Puerto Rico",175734681,86138012,74896476,17255987,518869,133322,91326,291650
"1302",2022-01-01,"Puerto Rico",190700584,89734336,77233860,26366203,585481,131628,77415,382231
"1303",2022-02-01,"Puerto Rico",188740464,84370519,71963162,34756099,424701,69724,63762,281471
"1304",2022-03-01,"Puerto Rico",217459018,94301692,81039448,44098655,142427,0,24214,103866
"1305",2022-04-01,"Puerto Rico",212747185,91259702,79197618,45406745,86545,0,25801,74780
"1306",2022-05-01,"Puerto Rico",223871553,94307562,82375825,48250252,123488,1449,12544,28997
"1307",2022-06-01,"Puerto Rico",219751762,91442081,80000590,47450594,71855,7775,6541,20829
"1308",2022-07-01,"Puerto Rico",229085177,94650208,82850597,49622793,60947,2501,5298,15525
"1309",2022-08-01,"Puerto Rico",231364659,94665218,83192639,50281984,98462,0,17139,31119
"1310",2022-09-01,"Puerto Rico",227450359,91611501,81217080,49868417,141932,0,30163,45233
"1311",2022-10-01,"Puerto Rico",239466634,94665218,84587633,52808121,146006,0,8018,40686
"1312",2022-11-01,"Puerto Rico",235386702,91611501,81897800,52227995,55712,0,0,28970
"1313",2022-12-01,"Puerto Rico",243466987,94665218,84627727,54419154,0,0,0,3571
"1314",2023-01-01,"Puerto Rico",243466987,94665218,84627727,55112130,0,0,0,34947
"1315",2023-02-01,"Puerto Rico",219905666,85504068,76437947,50381284,0,0,0,11947
"1316",2023-03-01,"Puerto Rico",70683964,27483450,24569340,16229745,0,0,0,792
"1317",2020-12-01,"Rhode Island",86737,0,0,0,12526,0,0,0
"1318",2021-01-01,"Rhode Island",1468638,0,0,0,75568,0,0,0
"1319",2021-02-01,"Rhode Island",4248745,1959791,0,0,157512,176107,0,0
"1320",2021-03-01,"Rhode Island",12254250,8380484,3647322,0,307147,169582,218881,0
"1321",2021-04-01,"Rhode Island",22043593,13492230,9295903,0,346194,205722,159444,0
"1322",2021-05-01,"Rhode Island",32367269,18595319,14708506,0,260509,93122,167643,0
"1323",2021-06-01,"Rhode Island",36608313,19976604,17580553,0,114726,38800,76737,0
"1324",2021-07-01,"Rhode Island",40348645,21585545,19764732,0,53246,29300,28008,0
"1325",2021-08-01,"Rhode Island",42107938,22788955,20660298,0,64479,44254,34221,0
"1326",2021-09-01,"Rhode Island",42777615,23349356,21117542,0,66794,39414,37362,0
"1327",2021-10-01,"Rhode Island",46758584,25173219,22874628,629023,105413,31088,28394,75439
"1328",2021-11-01,"Rhode Island",49562770,25578355,22787110,4014358,179117,51406,17051,117730
"1329",2021-12-01,"Rhode Island",57506715,28286526,24595029,8330867,205763,63872,42167,144297
"1330",2022-01-01,"Rhode Island",62804571,30189456,25526951,11969574,136251,58889,26454,77590
"1331",2022-02-01,"Rhode Island",59049184,28323489,23703104,11988521,44881,18444,18027,23669
"1332",2022-03-01,"Rhode Island",66501807,31827702,26648031,13857872,27429,11808,9432,15216
"1333",2022-04-01,"Rhode Island",65638039,31133577,26074800,13833822,58167,11169,9743,13200
"1334",2022-05-01,"Rhode Island",69493241,32504331,27211336,14653798,51409,10444,8112,11091
"1335",2022-06-01,"Rhode Island",68443339,31730418,26546908,14483722,26558,8245,5304,11273
"1336",2022-07-01,"Rhode Island",71538122,33032776,27569071,15273196,32118,8894,5298,7081
"1337",2022-08-01,"Rhode Island",72512730,33316034,27757204,15497122,22681,8140,6108,6396
"1338",2022-09-01,"Rhode Island",71075341,32491731,27046340,15196676,57857,10041,7235,7618
"1339",2022-10-01,"Rhode Island",75905733,33958398,28206168,15969107,85906,13883,8476,9291
"1340",2022-11-01,"Rhode Island",76126251,33284814,27546936,15767516,72226,10273,6462,9175
"1341",2022-12-01,"Rhode Island",80327072,34585134,28625289,16510117,45935,4885,4841,6222
"1342",2023-01-01,"Rhode Island",81334615,34704293,28726315,16657033,24936,3236,2399,3913
"1343",2023-02-01,"Rhode Island",74022633,31424861,26007987,15140535,12986,2094,1717,2439
"1344",2023-03-01,"Rhode Island",23852094,10110488,8368020,4878208,2136,310,297,431
"1345",2020-12-01,"South Carolina",396707,0,0,0,48264,0,0,0
"1346",2021-01-01,"South Carolina",5616148,0,0,0,359596,0,0,0
"1347",2021-02-01,"South Carolina",19982311,9334308,0,0,650109,725393,0,0
"1348",2021-03-01,"South Carolina",49496587,32183360,15743574,0,1066474,662217,762621,0
"1349",2021-04-01,"South Carolina",81692077,50363875,32643048,0,1084374,481090,624373,0
"1350",2021-05-01,"South Carolina",109390791,61711933,49497243,0,557598,234024,347411,0
"1351",2021-06-01,"South Carolina",118929666,65479070,55663063,0,415833,170191,250244,0
"1352",2021-07-01,"South Carolina",132974620,72293316,63309094,0,218536,128385,103480,0
"1353",2021-08-01,"South Carolina",142189265,78365614,66610859,0,401722,252571,139404,0
"1354",2021-09-01,"South Carolina",151143850,82730381,69945796,0,445069,186046,201195,0
"1355",2021-10-01,"South Carolina",170046534,89993462,77774157,2628680,461217,121900,142098,288810
"1356",2021-11-01,"South Carolina",178678707,90930468,78325639,12740932,477592,138521,73610,259771
"1357",2021-12-01,"South Carolina",200855878,98360397,83621180,22149731,526958,131381,90788,300890
"1358",2022-01-01,"South Carolina",214603939,102587637,86171012,29824619,363705,149824,91311,190155
"1359",2022-02-01,"South Carolina",200886860,95303287,79846092,30044069,198933,45144,50885,63771
"1360",2022-03-01,"South Carolina",227299222,106775031,89823198,34792915,96182,29738,33059,33839
"1361",2022-04-01,"South Carolina",221540149,103848021,87430586,34232879,17496,8758,6152,5489
"1362",2022-05-01,"South Carolina",234794789,108184060,91208010,36588671,265965,36912,37415,54172
"1363",2022-06-01,"South Carolina",231163257,105330788,88854366,36272478,85345,22440,15345,40394
"1364",2022-07-01,"South Carolina",241172177,109538292,92236302,38622124,93449,20614,14265,20051
"1365",2022-08-01,"South Carolina",244567402,110274763,92799915,39356806,87924,20581,16737,19696
"1366",2022-09-01,"South Carolina",239031734,107250496,90251314,38522822,124203,19668,17765,17284
"1367",2022-10-01,"South Carolina",252353684,111454323,93968052,40559455,195624,20944,23999,27533
"1368",2022-11-01,"South Carolina",250526711,108565789,91602754,40121710,174433,21074,18214,25084
"1369",2022-12-01,"South Carolina",262959133,112723128,95106827,42107533,106250,14530,12348,18028
"1370",2023-01-01,"South Carolina",265447430,113068498,95385847,42518811,67830,9726,7553,11095
"1371",2023-02-01,"South Carolina",241022892,102332020,86319133,38613730,26854,4746,3964,4724
"1372",2023-03-01,"South Carolina",77598023,32914570,27763700,12434226,5026,851,697,894
"1373",2020-12-01,"South Dakota",133323,0,0,0,18743,0,0,0
"1374",2021-01-01,"South Dakota",1750935,0,0,0,84104,0,0,0
"1375",2021-02-01,"South Dakota",4771288,2135167,0,0,166442,178635,0,0
"1376",2021-03-01,"South Dakota",11681109,7481649,3832115,0,220236,125845,194684,0
"1377",2021-04-01,"South Dakota",18148633,10888691,7774090,0,202379,89093,124106,0
"1378",2021-05-01,"South Dakota",23047881,12707882,11070554,0,84070,33049,56551,0
"1379",2021-06-01,"South Dakota",23911625,13097783,11640305,0,42182,19670,25396,0
"1380",2021-07-01,"South Dakota",25830263,14104733,12656909,0,31775,19750,14240,0
"1381",2021-08-01,"South Dakota",27084777,14926092,13141287,0,49381,30050,19080,0
"1382",2021-09-01,"South Dakota",27845707,15322926,13376774,0,54980,26677,22614,0
"1383",2021-10-01,"South Dakota",30667182,16588023,14335868,429756,73188,26145,8811,50015
"1384",2021-11-01,"South Dakota",32669493,17045926,14241746,2557601,113487,40605,15981,60461
"1385",2021-12-01,"South Dakota",37573624,18965388,15365747,4561410,120149,37790,23568,61833
"1386",2022-01-01,"South Dakota",40182978,19870918,15908735,5843061,63657,25937,15577,29133
"1387",2022-02-01,"South Dakota",37579553,18445319,14720565,5814537,29918,9405,9007,10176
"1388",2022-03-01,"South Dakota",42295326,20639798,16514713,6668660,18702,6112,5436,6996
"1389",2022-04-01,"South Dakota",41751674,20181713,16173147,6673612,38619,7595,8027,7476
"1390",2022-05-01,"South Dakota",44311816,21071023,16936359,7107319,31694,6240,6135,6014
"1391",2022-06-01,"South Dakota",43628496,20548644,16540401,7034373,20560,5170,4377,6240
"1392",2022-07-01,"South Dakota",45649463,21388725,17211784,7447801,22866,5865,4192,5000
"1393",2022-08-01,"South Dakota",46480478,21606566,17376544,7627986,20651,5930,4655,4768
"1394",2022-09-01,"South Dakota",45555357,21098328,16941961,7503415,28350,8784,5120,4614
"1395",2022-10-01,"South Dakota",48306049,22136570,17686410,7929044,59943,14872,7034,7870
"1396",2022-11-01,"South Dakota",48389927,21848708,17334995,7905408,27814,7695,4828,4712
"1397",2022-12-01,"South Dakota",51101595,22818807,18056443,8343086,32571,6976,4145,5159
"1398",2023-01-01,"South Dakota",51543227,22916173,18117983,8417912,13158,2832,1768,2223
"1399",2023-02-01,"South Dakota",46888758,20771867,16409381,7660744,7119,1676,1041,1337
"1400",2023-03-01,"South Dakota",15108026,6685678,5280037,2469131,2173,512,335,361
"1401",2020-12-01,"Tennessee",463706,0,0,0,76312,0,0,0
"1402",2021-01-01,"Tennessee",9505113,0,0,0,497830,0,0,0
"1403",2021-02-01,"Tennessee",26097134,10984266,0,0,727387,845090,0,0
"1404",2021-03-01,"Tennessee",60415016,39059628,18413594,0,1294807,832479,917989,0
"1405",2021-04-01,"Tennessee",100811820,62289610,38859663,0,1372465,649958,726503,0
"1406",2021-05-01,"Tennessee",138931511,77886367,60975391,0,874664,345672,521681,0
"1407",2021-06-01,"Tennessee",151478598,82666621,68605182,0,419766,167136,244804,0
"1408",2021-07-01,"Tennessee",172543147,91485228,80488876,0,476959,206563,254833,0
"1409",2021-08-01,"Tennessee",186017909,99547544,85097917,0,520322,309250,167381,0
"1410",2021-09-01,"Tennessee",197785404,105038212,89286942,0,592313,238887,263273,0
"1411",2021-10-01,"Tennessee",221790705,113529801,98720116,3508583,604228,128835,158017,399343
"1412",2021-11-01,"Tennessee",234534316,113920359,99804257,17885104,684905,149201,125300,375793
"1413",2021-12-01,"Tennessee",265816210,122483678,106987460,31865611,780841,137262,127659,455617
"1414",2022-01-01,"Tennessee",283600174,126358348,110141500,42040752,402634,127755,91613,217237
"1415",2022-02-01,"Tennessee",265000475,116652938,101649440,42070657,263764,50144,58423,96173
"1416",2022-03-01,"Tennessee",299426537,130297636,113941155,48682227,124991,27098,31479,46829
"1417",2022-04-01,"Tennessee",295025128,126919636,111186820,48429976,232485,28860,31836,43092
"1418",2022-05-01,"Tennessee",311060657,131885386,115665806,51155171,168647,19701,19831,31757
"1419",2022-06-01,"Tennessee",305419696,128175618,112450907,50423758,108951,19167,11537,38998
"1420",2022-07-01,"Tennessee",318423752,133033893,116462277,53146909,120533,19944,12173,23664
"1421",2022-08-01,"Tennessee",322611712,133744455,116977512,53975145,102167,19919,16095,20558
"1422",2022-09-01,"Tennessee",315399436,129973094,113656797,52739367,178463,20036,17221,20533
"1423",2022-10-01,"Tennessee",333087210,134903945,118000575,55246926,236118,17413,16091,24638
"1424",2022-11-01,"Tennessee",329702069,131124385,114655189,54297087,197101,16635,12756,24697
"1425",2022-12-01,"Tennessee",344849029,135898631,118786591,56669668,114488,11958,9204,15878
"1426",2023-01-01,"Tennessee",347106938,136154587,118973771,56989716,46043,6229,4319,6824
"1427",2023-02-01,"Tennessee",314618274,123148636,107571370,51640091,28751,5080,3223,4530
"1428",2023-03-01,"Tennessee",101274655,39611312,34594977,16622865,5405,1108,726,927
"1429",2020-12-01,"Texas",3252679,0,0,0,469055,0,0,0
"1430",2021-01-01,"Texas",41120108,0,0,0,1871603,0,0,0
"1431",2021-02-01,"Texas",109338790,29918281,0,0,3054303,3445638,0,0
"1432",2021-03-01,"Texas",261843011,168424962,77467803,0,5962363,3890561,3863243,0
"1433",2021-04-01,"Texas",464587700,285665593,178462361,0,7264864,3663058,3791351,0
"1434",2021-05-01,"Texas",650498717,368439065,284337760,0,4319947,1805633,2617732,0
"1435",2021-06-01,"Texas",730104106,402504298,332857082,0,2674596,1130980,1616581,0
"1436",2021-07-01,"Texas",820367124,445614196,382072823,0,1718897,987049,795892,0
"1437",2021-08-01,"Texas",889060257,489300516,407737010,0,2757754,1608740,1034011,0
"1438",2021-09-01,"Texas",939222935,509409973,429602843,0,2147345,739003,1073102,0
"1439",2021-10-01,"Texas",1034023729,543534215,470085242,12856345,2268786,523362,675514,1448444
"1440",2021-11-01,"Texas",1075609234,543917113,469938459,65183270,2659180,769321,375532,1367957
"1441",2021-12-01,"Texas",1209664477,588736381,503297963,117204578,3443380,808789,674405,1823516
"1442",2022-01-01,"Texas",1299858762,613631034,520003522,164315256,2457613,829244,539993,1180881
"1443",2022-02-01,"Texas",1225347769,571187403,482924707,169460273,1314576,396736,357180,402761
"1444",2022-03-01,"Texas",1389507497,643617218,543238561,196872138,813009,306114,208157,245564
"1445",2022-04-01,"Texas",1375989029,631704380,531639875,198550485,1503516,284964,180127,298618
"1446",2022-05-01,"Texas",1461687155,660202022,554361398,212611512,861603,199573,145590,139815
"1447",2022-06-01,"Texas",1436461011,643932481,539367354,207226683,610503,176099,36709,0
"1448",2022-07-01,"Texas",1495635033,669148256,557538707,214134239,91014,25497,0,0
"1449",2022-08-01,"Texas",1496181117,669301242,557538707,214134239,0,0,0,0
"1450",2022-09-01,"Texas",1451609252,649078337,540391886,207226683,371457,99309,63177,0
"1451",2022-10-01,"Texas",1515501973,673654737,560536133,214134239,509105,84874,59990,0
"1452",2022-11-01,"Texas",1506426445,656248459,545400949,211942966,1705750,167056,117493,260950
"1453",2022-12-01,"Texas",1587261331,682007313,565914762,224378720,633651,108081,53159,125579
"1454",2023-01-01,"Texas",1602588677,684734545,567267579,227515330,367473,67280,35738,77874
"1455",2023-02-01,"Texas",1455096703,620082171,513261867,207109263,190081,49208,28722,40393
"1456",2023-03-01,"Texas",468697360,199587427,165138751,66780657,40568,11486,6020,8685
"1457",2020-12-01,"United States",21162743,0,0,0,3164852,0,0,0
"1458",2021-01-01,"United States",429762311,0,0,0,26413050,0,0,0
"1459",2021-02-01,"United States",1425672053,608924578,0,0,43228278,48435536,0,0
"1460",2021-03-01,"United States",3395825778,2219027649,1057227719,0,74796165,47608510,53423486,0
"1461",2021-04-01,"United States",5884056768,3700333100,2327231566,0,89758148,47749519,46245459,0
"1462",2021-05-01,"United States",8358595711,4851910382,3725592633,0,57568357,23940407,35418374,0
"1463",2021-06-01,"United States",9325245570,5230279294,4350156717,0,30223997,12206230,19112345,0
"1464",2021-07-01,"United States",10419627340,5745800917,4965648532,0,19775667,10568981,9984416,0
"1465",2021-08-01,"United States",11063164964,6136922129,5228000748,5609189,24628397,14233465,9648122,954683
"1466",2021-09-01,"United States",11453360947,6301007320,5386015741,58762357,22435751,9300728,10503061,2722585
"1467",2021-10-01,"United States",12594828427,6762123154,5842238956,305031930,28665021,7178091,7909664,14045765
"1468",2021-11-01,"United States",13224917322,6808312549,5847153190,886428695,38577108,11571041,4561267,22524857
"1469",2021-12-01,"United States",15091653533,7416704304,6270388782,1732591391,48423189,10735056,9005200,28562819
"1470",2022-01-01,"United States",16285204022,7689680802,6473065195,2447047298,31171940,6804054,5883737,18950044
"1471",2022-02-01,"United States",15311292491,7055967010,5987535589,2560289905,14039596,3159938,3852786,6392476
"1472",2022-03-01,"United States",17272358625,7892609389,6717678887,2977975720,7549566,1936918,2008522,3342444
"1473",2022-04-01,"United States",17036565769,7696528808,6560093713,2974321259,14838808,2136612,2053689,3014323
"1474",2022-05-01,"United States",18030454753,8000167384,6836502247,3163609454,11984158,1002572,1667422,2884103
"1475",2022-06-01,"United States",17741432162,7772705229,6653754200,3134903573,8991441,1389756,993848,2881792
"1476",2022-07-01,"United States",18581270061,8082054524,6902807773,3316100590,7460382,1665429,869166,1431395
"1477",2022-08-01,"United States",18799553120,8124869569,6928803861,3349491216,5243463,1020432,774158,833535
"1478",2022-09-01,"United States",18387100193,7900902307,6737260663,3275724620,10828638,1469490,1369392,1429710
"1479",2022-10-01,"United States",19477904901,8217576475,7011751206,3438448999,17105585,1918705,1649712,1878307
"1480",2022-11-01,"United States",19415997531,8011464748,6835872272,3400534173,16631090,1544255,1446125,2382174
"1481",2022-12-01,"United States",20441765402,8304062654,7091050670,3577566444,10319928,787545,755217,1834460
"1482",2023-01-01,"United States",20663998296,8328102374,7111114106,3613383090,4991684,564433,484585,884893
"1483",2023-02-01,"United States",18774573337,7538925662,6435777183,3283100494,2768120,532047,376541,491377
"1484",2023-03-01,"United States",6048191219,2425892680,2070603768,1057765935,493726,94364,79638,98781
"1485",2020-12-01,"Utah",141493,0,0,0,20268,0,0,0
"1486",2021-01-01,"Utah",4217612,0,0,0,266233,0,0,0
"1487",2021-02-01,"Utah",14153707,5149971,0,0,401375,391510,0,0
"1488",2021-03-01,"Utah",31000067,18578862,7363648,0,639381,422416,365762,0
"1489",2021-04-01,"Utah",52719919,32025967,16945536,0,788824,440548,383735,0
"1490",2021-05-01,"Utah",73666370,42082598,28374118,0,446597,186007,277298,0
"1491",2021-06-01,"Utah",81205187,45001991,33450182,0,280384,118295,167136,0
"1492",2021-07-01,"Utah",90396630,49915558,40967349,0,150627,104690,238345,0
"1493",2021-08-01,"Utah",96421322,53790625,45776233,0,235187,139877,90665,0
"1494",2021-09-01,"Utah",99946922,55488980,47180474,0,194534,84821,97069,0
"1495",2021-10-01,"Utah",110398923,59679711,51883106,1084895,275810,71693,97720,121646
"1496",2021-11-01,"Utah",116262790,60078723,52512751,6622801,316819,88277,55032,169082
"1497",2021-12-01,"Utah",133727939,65665609,56944835,13990333,506138,112165,112321,276546
"1498",2022-01-01,"Utah",144242726,68028240,59335253,19923001,266921,73744,59277,154141
"1499",2022-02-01,"Utah",139009202,63430235,55926817,22902739,273117,47898,83642,145001
"1500",2022-03-01,"Utah",157850008,70958990,63125417,27263355,59444,13874,16518,25811
"1501",2022-04-01,"Utah",154962133,69142056,61615696,27203774,90241,15438,15814,24352
"1502",2022-05-01,"Utah",162588526,71792794,64014574,28644452,60575,8708,8138,13565
"1503",2022-06-01,"Utah",159008870,69701038,62138612,28108354,87267,12748,9394,26790
"1504",2022-07-01,"Utah",166978814,72490422,64491543,29842027,59157,12399,5525,12623
"1505",2022-08-01,"Utah",169315939,72942543,64774005,30348062,83318,15877,11668,18679
"1506",2022-09-01,"Utah",165808672,70968804,62952084,29772508,109883,11779,9283,12552
"1507",2022-10-01,"Utah",176480561,73719960,65397465,31282599,165823,10738,9934,17071
"1508",2022-11-01,"Utah",176064708,71703853,63597087,30897390,169899,12248,10215,23219
"1509",2022-12-01,"Utah",185702775,74389791,65956668,32484000,89442,8393,6607,14383
"1510",2023-01-01,"Utah",187797617,74597128,66117879,32826290,44645,4770,3842,7353
"1511",2023-02-01,"Utah",170973404,67560051,59882909,29881721,37751,6196,5794,6900
"1512",2023-03-01,"Utah",55107228,21741013,19270615,9632890,3786,629,500,683
"1513",2020-12-01,"Vermont",67130,0,0,0,9154,0,0,0
"1514",2021-01-01,"Vermont",1089245,0,0,0,54623,0,0,0
"1515",2021-02-01,"Vermont",3042667,1293160,0,0,93152,101529,0,0
"1516",2021-03-01,"Vermont",7377558,4748147,2230145,0,166459,105427,114662,0
"1517",2021-04-01,"Vermont",13307538,8245434,5295304,0,232672,133116,114636,0
"1518",2021-05-01,"Vermont",20798104,12354100,8965915,0,212806,98106,116501,0
"1519",2021-06-01,"Vermont",24523552,13536659,11505077,0,82383,22844,63167,0
"1520",2021-07-01,"Vermont",26730677,14449767,12891264,0,18238,9886,12006,0
"1521",2021-08-01,"Vermont",26963831,14627331,13059771,0,3949,3830,2535,0
"1522",2021-09-01,"Vermont",26557586,14396068,12857963,0,22556,9659,9546,0
"1523",2021-10-01,"Vermont",28960553,15214852,13612820,514700,78511,12506,11123,59703
"1524",2021-11-01,"Vermont",31510873,15381419,13490759,3425871,144519,36032,10493,98277
"1525",2021-12-01,"Vermont",36962775,16932451,14605236,6239522,130473,24222,28255,77629
"1526",2022-01-01,"Vermont",40062474,17568265,15184439,8137952,74133,17249,12308,46253
"1527",2022-02-01,"Vermont",37416593,16163443,13944477,8067444,22790,4006,4550,10578
"1528",2022-03-01,"Vermont",41983524,17942304,15551737,9174648,13730,689,2862,6050
"1529",2022-04-01,"Vermont",41428427,17444361,15136042,9059042,42144,3906,3498,6576
"1530",2022-05-01,"Vermont",44108199,18138904,15742456,9555384,38296,3877,3191,6366
"1531",2022-06-01,"Vermont",43584410,17646358,15313279,9439553,24132,3411,2226,6813
"1532",2022-07-01,"Vermont",45688785,18370306,15882183,9923093,20870,4787,1894,4039
"1533",2022-08-01,"Vermont",46380816,18504693,15969315,10054252,17671,3086,2796,3603
"1534",2022-09-01,"Vermont",45571934,18008722,15541778,9851554,45643,3439,3458,5405
"1535",2022-10-01,"Vermont",49200025,18741227,16195559,10390588,77775,6660,5438,8003
"1536",2022-11-01,"Vermont",49765763,18330096,15814454,10299845,54655,4522,3443,7003
"1537",2022-12-01,"Vermont",52792632,19092606,16453683,10837457,37024,4908,3577,5499
"1538",2023-01-01,"Vermont",53547553,19180539,16522508,10948688,16409,2080,1574,2610
"1539",2023-02-01,"Vermont",48733725,17382727,14965388,9951467,9032,1591,1158,1574
"1540",2023-03-01,"Vermont",15708272,5594690,4815722,3206493,1759,295,205,333
"1541",2020-12-01,"Veterans Health Administration",509084,0,0,0,73314,0,0,0
"1542",2021-01-01,"Veterans Health Administration",11936292,0,0,0,814991,0,0,0
"1543",2021-02-01,"Veterans Health Administration",42990163,12136946,0,0,1350243,1461294,0,0
"1544",2021-03-01,"Veterans Health Administration",95893504,59523388,32980990,0,1622755,838293,1622464,0
"1545",2021-04-01,"Veterans Health Administration",134461089,75999535,61318007,0,1037965,369990,720570,0
"1546",2021-05-01,"Veterans Health Administration",158566072,84748477,77794908,0,357335,113736,275129,0
"1547",2021-06-01,"Veterans Health Administration",159270755,84226420,79691887,0,95753,45875,69041,0
"1548",2021-07-01,"Veterans Health Administration",167065113,88373720,84036480,0,74663,47741,44489,0
"1549",2021-08-01,"Veterans Health Administration",169773960,90284774,85416210,0,107057,68457,49914,0
"1550",2021-09-01,"Veterans Health Administration",168177386,89170402,84225110,0,134143,48439,46001,0
"1551",2021-10-01,"Veterans Health Administration",181059453,94323750,88212087,2489401,347143,96030,33517,276270
"1552",2021-11-01,"Veterans Health Administration",188471408,94847166,86298569,13739561,496052,130772,28235,340563
"1553",2021-12-01,"Veterans Health Administration",209803802,101849867,89952839,24748258,435475,111634,20991,306405
"1554",2022-01-01,"Veterans Health Administration",218717798,104241311,90435472,30848466,193229,53917,13040,127258
"1555",2022-02-01,"Veterans Health Administration",201030827,95115845,81966772,30093238,73061,20093,7658,44000
"1556",2022-03-01,"Veterans Health Administration",224336732,105798374,90943473,34323282,40544,11456,4409,21606
"1557",2022-04-01,"Veterans Health Administration",219435220,102913081,88225199,33867866,141073,28174,12535,26885
"1558",2022-05-01,"Veterans Health Administration",231637283,107316829,91603395,35836385,147210,33393,13241,24250
"1559",2022-06-01,"Veterans Health Administration",227494128,104631695,88955541,35240055,82225,16939,7875,15050
"1560",2022-07-01,"Veterans Health Administration",237245018,108582192,92128802,36817601,67457,14849,6477,12500
"1561",2022-08-01,"Veterans Health Administration",239576209,109092707,92346514,37259625,64101,14049,5774,12752
"1562",2022-09-01,"Veterans Health Administration",233545657,105950444,89519992,36388021,90309,20774,7501,13953
"1563",2022-10-01,"Veterans Health Administration",247165569,110793591,92958644,38413086,275217,59786,21501,38146
"1564",2022-11-01,"Veterans Health Administration",247895065,109116241,90669939,38412084,223601,49553,19019,32996
"1565",2022-12-01,"Veterans Health Administration",261480627,113891124,94155838,40488251,158925,32285,13575,23445
"1566",2023-01-01,"Veterans Health Administration",264817306,114560751,94434769,40993911,74267,15239,6333,12102
"1567",2023-02-01,"Veterans Health Administration",241030585,103864269,85454940,37340591,47119,10488,4224,8469
"1568",2023-03-01,"Veterans Health Administration",77701027,33435408,27488617,12043258,9248,2013,875,1676
