"","Month","Province_State","Doses_admin_yf","People_at_least_one_dose_yf","People_fully_vaccinated_yf","Total_additional_doses_yf","Doses_admin_yf_daily","People_at_least_one_dose_yf_daily","People_fully_vaccinated_yf_daily","Total_additional_doses_yf_daily"
"1569",2020-12-01,"Virgin Islands",3794,0,0,0,694,0,0,0
"1570",2021-01-01,"Virgin Islands",68560,0,0,0,5273,0,0,0
"1571",2021-02-01,"Virgin Islands",344343,155596,0,0,13151,12495,0,0
"1572",2021-03-01,"Virgin Islands",882320,568055,253762,0,20398,11820,13575,0
"1573",2021-04-01,"Virgin Islands",1575030,888731,625231,0,22084,8966,12414,0
"1574",2021-05-01,"Virgin Islands",2079300,1107532,901120,0,9522,4474,5254,0
"1575",2021-06-01,"Virgin Islands",2239436,1183703,994850,0,6590,3184,3641,0
"1576",2021-07-01,"Virgin Islands",2500206,1321373,1123061,0,6616,4196,2596,0
"1577",2021-08-01,"Virgin Islands",2781877,1502834,1229533,0,10322,5724,4863,0
"1578",2021-09-01,"Virgin Islands",2965962,1574151,1344911,0,7429,2765,4101,0
"1579",2021-10-01,"Virgin Islands",3280294,1700619,1486061,25744,7109,2286,2661,2900
"1580",2021-11-01,"Virgin Islands",3411976,1727055,1511959,139251,10186,4158,2897,3420
"1581",2021-12-01,"Virgin Islands",3887680,1920081,1643097,294557,10564,3239,1781,5557
"1582",2022-01-01,"Virgin Islands",4147023,2005569,1688033,425794,6894,2672,1447,3052
"1583",2022-02-01,"Virgin Islands",3880855,1871605,1557883,432215,3076,1503,719,878
"1584",2022-03-01,"Virgin Islands",4368326,2106968,1742740,497688,1619,745,465,406
"1585",2022-04-01,"Virgin Islands",4280733,2059243,1697018,495684,3326,931,354,1097
"1586",2022-05-01,"Virgin Islands",4542246,2163828,1765848,551892,2794,1149,357,722
"1587",2022-06-01,"Virgin Islands",4445182,2116641,1716874,543264,918,452,180,147
"1588",2022-07-01,"Virgin Islands",4612266,2197742,1777851,564358,468,285,97,57
"1589",2022-08-01,"Virgin Islands",4626568,2206102,1783956,566135,311,181,223,42
"1590",2022-09-01,"Virgin Islands",4504240,2156447,1732252,549100,1460,1186,246,37
"1591",2022-10-01,"Virgin Islands",4686285,2252357,1800164,568511,854,574,359,47
"1592",2022-11-01,"Virgin Islands",4569235,2202682,1751737,552071,1092,732,270,60
"1593",2022-12-01,"Virgin Islands",4753898,2296606,1817440,572723,1001,615,212,85
"1594",2023-01-01,"Virgin Islands",4779566,2313286,1823051,574307,561,372,129,26
"1595",2023-02-01,"Virgin Islands",4330195,2098184,1649624,519325,460,318,101,19
"1596",2023-03-01,"Virgin Islands",1393220,675414,530550,166984,34,27,9,2
"1597",2020-12-01,"Virginia",340877,0,0,0,65895,0,0,0
"1598",2021-01-01,"Virginia",9800662,0,0,0,720025,0,0,0
"1599",2021-02-01,"Virginia",38191059,17179461,0,0,1216814,1316987,0,0
"1600",2021-03-01,"Virginia",91330011,59462828,29192522,0,1975128,1303829,1428643,0
"1601",2021-04-01,"Virginia",160090060,101920057,62677876,0,2562796,1358692,1310605,0
"1602",2021-05-01,"Virginia",234041761,135378648,104542540,0,1794850,729549,1100135,0
"1603",2021-06-01,"Virginia",264224206,146628232,124218575,0,879981,321205,571422,0
"1604",2021-07-01,"Virginia",292931471,159431602,140822878,0,444872,225157,233950,0
"1605",2021-08-01,"Virginia",308188325,168067071,147438227,0,564330,312172,235460,0
"1606",2021-09-01,"Virginia",316382155,171232218,150699457,0,638047,265823,284717,0
"1607",2021-10-01,"Virginia",349684279,184429700,163657614,4502409,879537,230056,214579,533296
"1608",2021-11-01,"Virginia",372655948,187444351,163912067,27901316,1333185,380844,157694,762256
"1609",2021-12-01,"Virginia",429109603,204841150,176768331,53581670,1374019,296035,263009,801083
"1610",2022-01-01,"Virginia",463382020,214511664,183169736,74269921,835325,356146,223282,491309
"1611",2022-02-01,"Virginia",436911137,200561064,170520474,76052757,591723,113312,120250,215329
"1612",2022-03-01,"Virginia",495374922,224290366,191293292,88248635,187865,45182,47206,78285
"1613",2022-04-01,"Virginia",488231671,218500535,186567120,87539382,397773,54564,51748,65816
"1614",2022-05-01,"Virginia",516005242,227384325,194295767,92335324,356927,47875,46328,64529
"1615",2022-06-01,"Virginia",507775583,221247914,189054156,91258890,166615,47198,17238,140649
"1616",2022-07-01,"Virginia",528826367,230225761,195692785,98315751,210023,52847,23871,47356
"1617",2022-08-01,"Virginia",535967586,231755579,196722703,99876890,150066,31159,25829,35855
"1618",2022-09-01,"Virginia",525668207,225504444,191400143,97970902,422027,50944,47264,53737
"1619",2022-10-01,"Virginia",559680657,234731489,199286008,102882109,555209,65625,45749,55505
"1620",2022-11-01,"Virginia",558529477,229615257,194099463,101345284,542197,83566,38571,62132
"1621",2022-12-01,"Virginia",591262522,239038832,201587683,106385769,361865,41542,26839,43485
"1622",2023-01-01,"Virginia",598930870,240145616,202208032,107397766,163567,27741,15398,24640
"1623",2023-02-01,"Virginia",544280355,217449413,183002224,97533343,75065,12769,9591,12686
"1624",2023-03-01,"Virginia",175199007,69943107,58856011,31393772,933,717,200,280
"1625",2020-12-01,"Washington",359156,0,0,0,54219,0,0,0
"1626",2021-01-01,"Washington",8785838,0,0,0,589732,0,0,0
"1627",2021-02-01,"Washington",32028533,14698643,0,0,1022888,1105687,0,0
"1628",2021-03-01,"Washington",80957759,51960338,26225894,0,1870364,1144431,1337435,0
"1629",2021-04-01,"Washington",140514777,87081824,57097337,0,2209968,1237520,1072405,0
"1630",2021-05-01,"Washington",208756940,121611041,92841543,0,1868786,816164,1121321,0
"1631",2021-06-01,"Washington",243384498,134835298,115796708,0,927064,350742,610723,0
"1632",2021-07-01,"Washington",272795948,147809595,132689886,0,446224,209212,240869,0
"1633",2021-08-01,"Washington",285883631,155168717,138787792,0,498842,295638,195133,0
"1634",2021-09-01,"Washington",289466418,156210563,139484601,0,196473,51494,90424,0
"1635",2021-10-01,"Washington",308203688,162006152,147149714,4186583,641189,72132,165723,492638
"1636",2021-11-01,"Washington",325054771,161955321,146807117,25102124,942967,237295,105572,619030
"1637",2021-12-01,"Washington",372613173,175519949,157545739,49054685,1311498,240396,232121,845595
"1638",2022-01-01,"Washington",402876251,181966766,162625303,69333352,797930,226070,153151,535283
"1639",2022-02-01,"Washington",381931567,169006231,150738681,73623717,461150,83439,112570,221455
"1640",2022-03-01,"Washington",432550288,188932379,169427863,85887209,201910,42847,48619,99567
"1641",2022-04-01,"Washington",427319713,183957698,165197152,85548349,397340,36259,38202,68944
"1642",2022-05-01,"Washington",453027013,191125314,171707375,90198853,327005,30606,27336,53881
"1643",2022-06-01,"Washington",447179454,185822799,166836905,89327114,240746,40585,12336,99726
"1644",2022-07-01,"Washington",468032370,193531949,172627525,94766695,206982,46774,16056,45331
"1645",2022-08-01,"Washington",474644977,194886946,173527153,96184406,164986,33712,29908,37478
"1646",2022-09-01,"Washington",465218156,189623591,168775852,94169388,381573,41281,35588,41991
"1647",2022-10-01,"Washington",498433720,197288611,176137471,99031952,647569,44194,59000,63717
"1648",2022-11-01,"Washington",503022592,192467662,171862510,97972389,571730,46259,38059,66974
"1649",2022-12-01,"Washington",532267813,199951176,178468381,102840016,314203,29638,24244,42975
"1650",2023-01-01,"Washington",538852504,200659990,179049154,103907160,156848,18955,15858,29735
"1651",2023-02-01,"Washington",490100463,181682782,162093220,94486792,84995,11822,10358,16442
"1652",2023-03-01,"Washington",157940222,58456137,52153644,30452674,15448,2220,2067,3227
"1653",2020-12-01,"West Virginia",375436,0,0,0,47789,0,0,0
"1654",2021-01-01,"West Virginia",4271684,0,0,0,208612,0,0,0
"1655",2021-02-01,"West Virginia",10564264,4117119,0,0,269658,314571,0,0
"1656",2021-03-01,"West Virginia",21315000,13000026,7083670,0,339978,216287,334096,0
"1657",2021-04-01,"West Virginia",31191861,18063343,13369629,0,294273,107088,200104,0
"1658",2021-05-01,"West Virginia",38589988,21070794,18052260,0,153781,89813,75265,0
"1659",2021-06-01,"West Virginia",40912334,22615271,19122184,0,101695,53002,55966,0
"1660",2021-07-01,"West Virginia",45473420,25154610,21367512,0,71282,43893,34039,0
"1661",2021-08-01,"West Virginia",46441467,25836961,21842358,0,26068,18427,10793,0
"1662",2021-09-01,"West Virginia",45885097,25602745,21515410,0,34055,19599,13629,0
"1663",2021-10-01,"West Virginia",48823321,26996223,22646523,462606,43216,14636,11393,44598
"1664",2021-11-01,"West Virginia",49157954,27593933,22198405,1548875,100389,88757,9137,13154
"1665",2021-12-01,"West Virginia",77303928,36300570,30663228,6687558,966674,219021,294563,311732
"1666",2022-01-01,"West Virginia",82381586,36737934,32208541,12485428,0,0,0,58202
"1667",2022-02-01,"West Virginia",74409174,33182650,29091585,12328994,0,0,0,21277
"1668",2022-03-01,"West Virginia",82386209,36737934,32208541,14121880,2206,0,0,11574
"1669",2022-04-01,"West Virginia",80754684,35552839,31169556,13986025,61997,0,0,10753
"1670",2022-05-01,"West Virginia",85119269,36737934,32208541,14744800,45532,0,0,8367
"1671",2022-06-01,"West Virginia",83500520,35552839,31186013,14492363,30814,0,2483,7603
"1672",2022-07-01,"West Virginia",87124087,36737934,32337791,15184521,30425,0,3949,6329
"1673",2022-08-01,"West Virginia",88248921,36743011,32503655,15462840,28711,725,4957,7672
"1674",2022-09-01,"West Virginia",86169541,35649123,31573297,15105265,44657,5324,4539,5406
"1675",2022-10-01,"West Virginia",91118320,37017378,32794896,15839020,74376,5997,5638,8417
"1676",2022-11-01,"West Virginia",90353065,36015807,31894939,15586836,56295,5550,4231,7223
"1677",2022-12-01,"West Virginia",94561998,37341234,33053552,16265405,31026,3325,2535,4138
"1678",2023-01-01,"West Virginia",95258647,37427062,33115430,16361761,15965,2386,1626,2323
"1679",2023-02-01,"West Virginia",86351618,33860077,29946220,14825675,7284,1387,921,1186
"1680",2023-03-01,"West Virginia",27789951,10889893,9630209,4771378,1140,224,178,224
"1681",2020-12-01,"Wisconsin",248777,0,0,0,37446,0,0,0
"1682",2021-01-01,"Wisconsin",5985379,0,0,0,412805,0,0,0
"1683",2021-02-01,"Wisconsin",25963675,12263457,0,0,971184,937388,0,0
"1684",2021-03-01,"Wisconsin",65827361,42053672,21128418,0,1449399,892024,1065710,0
"1685",2021-04-01,"Wisconsin",114032626,69541418,46555736,0,1709538,807468,946210,0
"1686",2021-05-01,"Wisconsin",158015159,87004044,73312626,0,892449,335066,578340,0
"1687",2021-06-01,"Wisconsin",170431346,91536101,81689503,0,425557,146752,284096,0
"1688",2021-07-01,"Wisconsin",187222815,98443743,91736234,0,256084,114621,137049,0
"1689",2021-08-01,"Wisconsin",195231938,103013530,95100611,0,309152,176137,128547,0
"1690",2021-09-01,"Wisconsin",198830850,104637185,96442936,0,312424,135519,143141,0
"1691",2021-10-01,"Wisconsin",218569203,111576503,103667710,3675550,565597,102977,109496,426395
"1692",2021-11-01,"Wisconsin",233235009,112053257,102919543,21812920,844572,182354,69776,576026
"1693",2021-12-01,"Wisconsin",269857218,121142884,110023358,41265906,928336,142040,145150,597705
"1694",2022-01-01,"Wisconsin",291610758,125152390,113283234,55427395,538197,122371,92928,340406
"1695",2022-02-01,"Wisconsin",273686097,115350854,104552772,56039805,212379,42831,60135,103596
"1696",2022-03-01,"Wisconsin",307740064,128629932,117080346,64311206,109811,21087,28115,54109
"1697",2022-04-01,"Wisconsin",303234682,125103949,114085586,63627029,277716,22314,26914,43101
"1698",2022-05-01,"Wisconsin",321709313,129904767,118599580,66937437,236132,18166,19160,34755
"1699",2022-06-01,"Wisconsin",317211643,126189948,115266808,65815847,160102,16500,14534,35727
"1700",2022-07-01,"Wisconsin",331916254,131034040,119499717,68917175,138397,24254,12757,25590
"1701",2022-08-01,"Wisconsin",336644124,131780136,120008096,69830684,120469,19385,15702,27073
"1702",2022-09-01,"Wisconsin",329486011,128102247,116582155,68306928,214964,22443,19149,23882
"1703",2022-10-01,"Wisconsin",351782160,133143507,121212668,71495307,461102,27412,25828,36633
"1704",2022-11-01,"Wisconsin",354388696,129783773,118079633,70416438,345801,28058,19835,34439
"1705",2022-12-01,"Wisconsin",374930686,134912684,122509039,73725560,258212,22362,15049,30379
"1706",2023-01-01,"Wisconsin",379591071,135310707,122821904,74350055,101547,9573,8064,15361
"1707",2023-02-01,"Wisconsin",345100109,122445388,111136643,67517600,56115,6312,5654,9860
"1708",2023-03-01,"Wisconsin",111183455,39387646,35750739,21749461,9259,1115,1086,1766
"1709",2020-12-01,"Wyoming",29287,0,0,0,4109,0,0,0
"1710",2021-01-01,"Wyoming",746446,0,0,0,45057,0,0,0
"1711",2021-02-01,"Wyoming",2732458,1251523,0,0,102418,97414,0,0
"1712",2021-03-01,"Wyoming",6395099,3916785,2146966,0,110379,59224,104805,0
"1713",2021-04-01,"Wyoming",9382109,5406154,4013564,0,91438,39247,53867,0
"1714",2021-05-01,"Wyoming",11686723,6349316,5389529,0,42214,18475,25511,0
"1715",2021-06-01,"Wyoming",12251680,6626528,5739223,0,26079,12479,14714,0
"1716",2021-07-01,"Wyoming",13529069,7266771,6423563,0,24887,14122,12977,0
"1717",2021-08-01,"Wyoming",14251384,7758208,6720362,0,27569,18896,10282,0
"1718",2021-09-01,"Wyoming",15039998,8155465,6973555,0,44943,20308,18163,0
"1719",2021-10-01,"Wyoming",16866829,8905659,7677327,274431,49876,13928,13649,30348
"1720",2021-11-01,"Wyoming",18101611,9064325,7777648,1560783,61953,15821,9486,37840
"1721",2021-12-01,"Wyoming",20522008,9846215,8374457,2659622,53750,13331,11592,30292
"1722",2022-01-01,"Wyoming",21724131,10159054,8709320,3328850,30736,7963,13277,17598
"1723",2022-02-01,"Wyoming",20263374,9344362,8141986,3343474,15289,4365,4490,5700
"1724",2022-03-01,"Wyoming",22780926,10440011,9121695,3832449,8164,2278,2630,3833
"1725",2022-04-01,"Wyoming",22408154,10150864,8895480,3818217,13593,575,1283,2871
"1726",2022-05-01,"Wyoming",23327915,10491227,9198515,3984793,476,0,0,361
"1727",2022-06-01,"Wyoming",22751796,10156596,8903104,3899556,9571,1092,603,3353
"1728",2022-07-01,"Wyoming",23747835,10551563,9233626,4122366,8425,1911,1236,1758
"1729",2022-08-01,"Wyoming",24014853,10599737,9282790,4181389,6447,1167,1473,1570
"1730",2022-09-01,"Wyoming",23442131,10301988,9018104,4084326,11921,1784,1271,1448
"1731",2022-10-01,"Wyoming",24844799,10712939,9374091,4289731,24284,2541,2044,2793
"1732",2022-11-01,"Wyoming",24809618,10465494,9139785,4245620,20087,2919,1884,2677
"1733",2022-12-01,"Wyoming",25996112,10870384,9478195,4438743,11195,1657,1063,1587
"1734",2023-01-01,"Wyoming",26248847,10907394,9501988,4475268,2604,545,322,484
"1735",2023-02-01,"Wyoming",23744661,9863020,8588517,4049983,1887,575,280,329
"1736",2023-03-01,"Wyoming",7646192,3174186,2762511,1303987,253,78,48,50
