"","Month","Province_State","Doses_admin_yf","People_at_least_one_dose_yf","People_fully_vaccinated_yf","Total_additional_doses_yf","Doses_admin_yf_daily","People_at_least_one_dose_yf_daily","People_fully_vaccinated_yf_daily","Total_additional_doses_yf_daily"
"487",2021-10-01,"Kansas",3333130,1819477,1548933,146304,254668,76798,60543,146304
"488",2021-11-01,"Kansas",3664261,1919074,1586893,337579,331131,99597,37960,191275
"489",2021-12-01,"Kansas",4073766,2018861,1661170,554996,409505,99787,74277,217417
"490",2022-01-01,"Kansas",4318492,2110878,1720593,681043,244726,92017,59423,126047
"491",2022-02-01,"Kansas",4434631,2138510,1751207,720796,116139,27632,30614,39753
"492",2022-03-01,"Kansas",4499032,2154044,1771171,745005,64401,15534,19964,24209
"493",2022-04-01,"Kansas",4599790,2154044,1788203,762466,100758,0,17032,17461
"494",2022-05-01,"Kansas",4670631,2154044,1802365,779114,70841,0,14162,16648
"495",2022-06-01,"Kansas",4670631,2154044,1822517,823716,0,0,20152,44602
"496",2022-07-01,"Kansas",4739858,2154044,1832075,839406,69226,0,9558,15690
"497",2022-08-01,"Kansas",4803071,2158326,1843390,854473,63213,4281,11315,15067
"498",2022-09-01,"Kansas",4893322,2170574,1855613,866781,90251,12248,12223,12308
"499",2022-10-01,"Kansas",5057447,2185874,1872733,888704,164125,15300,17120,21923
"500",2022-11-01,"Kansas",5195499,2200591,1885492,908468,138052,14717,12759,19764
"501",2022-12-01,"Kansas",5282684,2210954,1894261,922111,87185,10363,8769,13643
"502",2023-01-01,"Kansas",5324199,2217216,1899510,929109,41515,6262,5249,6998
"503",2023-02-01,"Kansas",5342313,2220766,1902333,932353,18114,3550,2823,3244
"504",2023-03-01,"Kansas",5351180,2222386,1903883,933915,8867,1620,1550,1562
"505",2020-12-01,"Kentucky",29873,0,0,0,29873,0,0,0
"506",2021-01-01,"Kentucky",386001,0,0,0,356128,0,0,0
"507",2021-02-01,"Kentucky",980727,677007,0,0,594726,677007,0,0
"508",2021-03-01,"Kentucky",2074948,1373108,761804,0,1094221,696101,761804,0
"509",2021-04-01,"Kentucky",3110315,1822975,1400209,0,1035367,449867,638405,0
"510",2021-05-01,"Kentucky",3644416,2071385,1716025,0,534101,248410,315816,0
"511",2021-06-01,"Kentucky",3987757,2206860,1938343,0,343341,135475,222318,0
"512",2021-07-01,"Kentucky",4185225,2320180,2032349,0,197468,113320,94006,0
"513",2021-08-01,"Kentucky",4547219,2544644,2164446,0,361994,224464,132097,0
"514",2021-09-01,"Kentucky",4913120,2689510,2331594,0,365901,144866,167148,0
"515",2021-10-01,"Kentucky",5095091,2689510,2343166,250946,181971,0,11572,250946
"516",2021-11-01,"Kentucky",5410039,2690247,2343166,568955,314947,736,0,318009
"517",2021-12-01,"Kentucky",5888090,2790371,2422138,854257,478051,100124,78971,285302
"518",2022-01-01,"Kentucky",6193030,2886799,2486845,1028184,304940,96428,64707,173927
"519",2022-02-01,"Kentucky",6315682,2916915,2521332,1076848,122652,30116,34487,48664
"520",2022-03-01,"Kentucky",6396841,2938345,2545862,1109882,81159,21430,24530,33034
"521",2022-04-01,"Kentucky",6518181,2954188,2562557,1132891,121340,15843,16695,23009
"522",2022-05-01,"Kentucky",6623204,2967609,2575617,1152927,105023,13421,13060,20036
"523",2022-06-01,"Kentucky",6692940,2981989,2586948,1174862,69736,14380,11331,21935
"524",2022-07-01,"Kentucky",6773854,2997268,2596114,1191219,80914,15279,9166,16357
"525",2022-08-01,"Kentucky",6842713,3010511,2607204,1207134,68859,13243,11090,15915
"526",2022-09-01,"Kentucky",6950344,3024156,2619086,1221222,107631,13645,11882,14088
"527",2022-10-01,"Kentucky",7144109,3040388,2634385,1244188,193765,16232,15299,22966
"528",2022-11-01,"Kentucky",7305725,3055197,2646500,1265642,161616,14809,12115,21454
"529",2022-12-01,"Kentucky",7392531,3064611,2653934,1278111,86806,9414,7434,12469
"530",2023-01-01,"Kentucky",7447348,3072212,2660531,1286931,54817,7601,6597,8820
"531",2023-02-01,"Kentucky",7470428,3077002,2663542,1290569,23080,4790,3011,3638
"532",2023-03-01,"Kentucky",7474765,3077835,2664153,1291205,4337,833,611,636
"533",2020-12-01,"Louisiana",40678,0,0,0,40678,0,0,0
"534",2021-01-01,"Louisiana",420908,0,0,0,380230,0,0,0
"535",2021-02-01,"Louisiana",1019381,640314,0,0,598473,640314,0,0
"536",2021-03-01,"Louisiana",1920242,1195911,739320,0,900861,555597,739320,0
"537",2021-04-01,"Louisiana",2708187,1497817,1237218,0,787945,301906,497898,0
"538",2021-05-01,"Louisiana",3082438,1661309,1451205,0,374251,163492,213987,0
"539",2021-06-01,"Louisiana",3333095,1767198,1604305,0,250657,105889,153100,0
"540",2021-07-01,"Louisiana",3627596,1958099,1712663,0,294501,190901,108358,0
"541",2021-08-01,"Louisiana",4194577,2299361,1926095,0,566981,341262,213432,0
"542",2021-09-01,"Louisiana",4505451,2402373,2107591,0,310874,103012,181496,0
"543",2021-10-01,"Louisiana",4866322,2502587,2215113,229684,360871,100214,107522,229684
"544",2021-11-01,"Louisiana",5212443,2582742,2272068,441617,346121,80155,56955,211933
"545",2021-12-01,"Louisiana",5633478,2668008,2336561,711922,421035,85266,64493,270305
"546",2022-01-01,"Louisiana",5926688,2764490,2406608,876102,293210,96482,70047,164180
"547",2022-02-01,"Louisiana",6055668,2795827,2443245,925380,128980,31337,36637,49278
"548",2022-03-01,"Louisiana",6142166,2820762,2471432,957791,86498,24935,28187,32411
"549",2022-04-01,"Louisiana",6236907,2834870,2485458,979375,94741,14108,14026,21584
"550",2022-05-01,"Louisiana",6332658,2847400,2497031,999210,95751,12530,11573,19835
"551",2022-06-01,"Louisiana",6404370,2861097,2507324,1024439,71712,13697,10293,25229
"552",2022-07-01,"Louisiana",6472888,2873656,2516853,1039451,68518,12559,9529,15012
"553",2022-08-01,"Louisiana",6527938,2882195,2525130,1051465,55050,8539,8277,12014
"554",2022-09-01,"Louisiana",6582412,2890144,2532147,1059146,54474,7949,7017,7681
"555",2022-10-01,"Louisiana",6707088,2899412,2541814,1074598,124676,9268,9667,15452
"556",2022-11-01,"Louisiana",6804670,2906943,2548043,1087005,97582,7531,6229,12407
"557",2022-12-01,"Louisiana",6870075,2912484,2552561,1096048,65405,5541,4518,9043
"558",2023-01-01,"Louisiana",6905774,2916307,2555520,1101385,35699,3823,2959,5337
"559",2023-02-01,"Louisiana",6927636,2919012,2557698,1104858,21862,2705,2178,3473
"560",2023-03-01,"Louisiana",6930963,2919477,2558088,1105395,3327,465,390,537
"561",2020-12-01,"Maine",23345,0,0,0,23345,0,0,0
"562",2021-01-01,"Maine",132067,0,0,0,108722,0,0,0
"563",2021-02-01,"Maine",332358,227192,0,0,200291,227192,0,0
"564",2021-03-01,"Maine",687989,455583,260703,0,355631,228391,260703,0
"565",2021-04-01,"Maine",1165567,727268,517435,0,477578,271685,256732,0
"566",2021-05-01,"Maine",1480596,848611,731552,0,315029,121343,214117,0
"567",2021-06-01,"Maine",1603483,890481,818516,0,122887,41870,86964,0
"568",2021-07-01,"Maine",1664440,918580,852919,0,60957,28099,34403,0
"569",2021-08-01,"Maine",1735465,958245,882214,0,71025,39665,29295,0
"570",2021-09-01,"Maine",1821224,995666,920646,0,85759,37421,38432,0
"571",2021-10-01,"Maine",1968998,1029951,948372,102035,147774,34285,27726,102035
"572",2021-11-01,"Maine",2211874,1098208,969658,256479,242876,68257,21286,154444
"573",2021-12-01,"Maine",2508118,1154119,1019209,448113,296244,55911,49551,191634
"574",2022-01-01,"Maine",2655766,1190137,1042092,542060,147648,36018,22883,93947
"575",2022-02-01,"Maine",2703032,1198370,1053023,565177,47266,8233,10931,23117
"576",2022-03-01,"Maine",2730713,1202667,1058874,579054,27681,4297,5851,13877
"577",2022-04-01,"Maine",2838057,1214980,1068776,596548,107344,12313,9902,17494
"578",2022-05-01,"Maine",2924924,1226027,1076598,609579,86867,11047,7822,13031
"579",2022-06-01,"Maine",2974796,1235875,1082727,621403,49872,9848,6129,11824
"580",2022-07-01,"Maine",3015768,1245257,1086842,629257,40972,9382,4115,7854
"581",2022-08-01,"Maine",3046622,1251640,1091164,636287,30854,6383,4322,7030
"582",2022-09-01,"Maine",3123320,1257993,1096876,643949,76698,6353,5712,7662
"583",2022-10-01,"Maine",3272422,1276928,1105058,656166,149102,18935,8182,12217
"584",2022-11-01,"Maine",3388711,1293322,1110788,667227,116289,16394,5730,11061
"585",2022-12-01,"Maine",3458390,1302731,1115904,675930,69679,9409,5116,8703
"586",2023-01-01,"Maine",3487481,1307827,1118433,679878,29091,5096,2529,3948
"587",2023-02-01,"Maine",3506700,1310798,1120522,682826,19219,2971,2089,2948
"588",2023-03-01,"Maine",3509403,1311201,1120822,683267,2703,403,300,441
"589",2020-12-01,"Maryland",39594,0,0,0,39594,0,0,0
"590",2021-01-01,"Maryland",475780,0,0,0,436186,0,0,0
"591",2021-02-01,"Maryland",1280675,860103,0,0,804895,860103,0,0
"592",2021-03-01,"Maryland",2736823,1842092,1007396,0,1456148,981989,1007396,0
"593",2021-04-01,"Maryland",4733768,2903198,2023126,0,1996945,1061106,1015730,0
"594",2021-05-01,"Maryland",6112091,3459030,2886485,0,1378323,555832,863359,0
"595",2021-06-01,"Maryland",6861505,3735465,3376849,0,749414,276435,490364,0
"596",2021-07-01,"Maryland",7198003,3906200,3551567,0,336498,170735,174718,0
"597",2021-08-01,"Maryland",7584022,4115982,3711700,0,386019,209782,160133,0
"598",2021-09-01,"Maryland",7954210,4267453,3872385,0,370188,151471,160685,0
"599",2021-10-01,"Maryland",8488788,4405028,3993457,361480,534578,137575,121072,361480
"600",2021-11-01,"Maryland",9433095,4645154,4079039,974126,944307,240126,85582,612646
"601",2021-12-01,"Maryland",10434341,4863660,4256109,1597122,1001246,218506,177070,622996
"602",2022-01-01,"Maryland",11167609,5056986,4388527,2024720,733268,193326,132418,427598
"603",2022-02-01,"Maryland",11511316,5132902,4477107,2176879,343707,75916,88580,152159
"604",2022-03-01,"Maryland",11701167,5181133,4526119,2257198,189851,48231,49012,80319
"605",2022-04-01,"Maryland",12034053,5224591,4569613,2319345,332886,43458,43494,62147
"606",2022-05-01,"Maryland",12349419,5257452,4601120,2374816,315366,32861,31507,55471
"607",2022-06-01,"Maryland",12578671,5296918,4622245,2463825,229252,39466,21125,89009
"608",2022-07-01,"Maryland",12765626,5336429,4645141,2501607,186955,39511,22896,37782
"609",2022-08-01,"Maryland",12921095,5366791,4669064,2536182,155469,30362,23923,34575
"610",2022-09-01,"Maryland",13268363,5406567,4704479,2573912,347268,39776,35415,37730
"611",2022-10-01,"Maryland",13758048,5449445,4742716,2620945,489685,42878,38237,47033
"612",2022-11-01,"Maryland",14158587,5492322,4777061,2669269,400539,42877,34345,48324
"613",2022-12-01,"Maryland",14414405,5519787,4798758,2702617,255818,27465,21697,33348
"614",2023-01-01,"Maryland",14541047,5537432,4812669,2724700,126642,17645,13911,22083
"615",2023-02-01,"Maryland",14601166,5547310,4820389,2735277,60119,9878,7720,10577
"616",2023-03-01,"Maryland",14612555,5549110,4821895,2737283,11389,1800,1506,2006
"617",2020-12-01,"Massachusetts",65160,0,0,0,65160,0,0,0
"618",2021-01-01,"Massachusetts",547082,0,0,0,481922,0,0,0
"619",2021-02-01,"Massachusetts",1684341,1194345,0,0,1137259,1194345,0,0
"620",2021-03-01,"Massachusetts",3535818,2316988,1275456,0,1851477,1122643,1275456,0
"621",2021-04-01,"Massachusetts",6087168,3814116,2461918,0,2551350,1497128,1186462,0
"622",2021-05-01,"Massachusetts",8014898,4565358,3678936,0,1927730,751242,1217018,0
"623",2021-06-01,"Massachusetts",8825910,4844943,4236614,0,811012,279585,557678,0
"624",2021-07-01,"Massachusetts",9132974,5000631,4402108,0,307064,155688,165494,0
"625",2021-08-01,"Massachusetts",9462566,5187189,4541859,0,329592,186558,139751,0
"626",2021-09-01,"Massachusetts",9784444,5333072,4677292,0,321878,145883,135433,0
"627",2021-10-01,"Massachusetts",10425045,5523036,4798860,426386,640601,189964,121568,426386
"628",2021-11-01,"Massachusetts",11587086,5906528,4901041,1111465,1162041,383492,102181,685079
"629",2021-12-01,"Massachusetts",12981917,6247750,5140101,1959239,1394831,341222,239060,847774
"630",2022-01-01,"Massachusetts",13903442,6536321,5264228,2493471,921525,288571,124127,534232
"631",2022-02-01,"Massachusetts",14262705,6633498,5347047,2640392,359263,97177,82819,146921
"632",2022-03-01,"Massachusetts",14433455,6697315,5385972,2714096,170750,63816,38925,73704
"633",2022-04-01,"Massachusetts",14829859,6764083,5439828,2784142,396404,66768,53856,70046
"634",2022-05-01,"Massachusetts",15181182,6824394,5484454,2844939,351323,60311,44626,60797
"635",2022-06-01,"Massachusetts",15411100,6878818,5515045,2908102,229918,54424,30591,63163
"636",2022-07-01,"Massachusetts",15599614,6935769,5538202,2947371,188514,56951,23157,39269
"637",2022-08-01,"Massachusetts",15744616,6973755,5565117,2979000,145002,37986,26915,31629
"638",2022-09-01,"Massachusetts",16151378,7041102,5616989,3033182,406762,67347,51872,54182
"639",2022-10-01,"Massachusetts",16811175,7141198,5685273,3109224,659797,100096,68284,76042
"640",2022-11-01,"Massachusetts",17394953,7241238,5739584,3185657,583778,100040,54311,76433
"641",2022-12-01,"Massachusetts",17765199,7309226,5778917,3240444,370246,67988,39333,54787
"642",2023-01-01,"Massachusetts",17943736,7343632,5798723,3270472,178537,34406,19806,30028
"643",2023-02-01,"Massachusetts",18024986,7362988,5808882,3286280,81250,19356,10159,15808
"644",2023-03-01,"Massachusetts",18039745,7367005,5810671,3289271,14759,4017,1789,2991
"645",2020-12-01,"Michigan",53943,0,0,0,53943,0,0,0
"646",2021-01-01,"Michigan",922423,0,0,0,868480,0,0,0
"647",2021-02-01,"Michigan",2245696,1444239,0,0,1323273,1444239,0,0
"648",2021-03-01,"Michigan",4329057,2801025,1661102,0,2083361,1356786,1661102,0
"649",2021-04-01,"Michigan",7023900,4218933,3118484,0,2694843,1417908,1457382,0
"650",2021-05-01,"Michigan",8687279,4866653,4203466,0,1663379,647720,1084982,0
"651",2021-06-01,"Michigan",9411471,5130537,4693169,0,724192,263884,489703,0
"652",2021-07-01,"Michigan",9786134,5297149,4873178,0,374663,166612,180009,0
"653",2021-08-01,"Michigan",10179797,5513257,5040341,0,393663,216108,167163,0
"654",2021-09-01,"Michigan",10604779,5686759,5217138,0,424982,173502,176797,0
"655",2021-10-01,"Michigan",11468579,5812548,5342043,654233,863800,125789,124905,654233
"656",2021-11-01,"Michigan",12619775,6085874,5439034,1446016,1151196,273326,96991,791783
"657",2021-12-01,"Michigan",13979476,6337587,5673450,2353572,1359701,251713,234416,907556
"658",2022-01-01,"Michigan",14708950,6508993,5811233,2807230,729474,171406,137783,453658
"659",2022-02-01,"Michigan",15213682,6603156,5916757,3057251,504732,94163,105524,250021
"660",2022-03-01,"Michigan",15455717,6651944,5966478,3193649,242034,48787,49720,136398
"661",2022-04-01,"Michigan",15856581,6684631,6003969,3253623,400864,32687,37491,59974
"662",2022-05-01,"Michigan",16176045,6714852,6036480,3306816,319464,30221,32511,53193
"663",2022-06-01,"Michigan",16368051,6739917,6059681,3353818,192006,25065,23201,47002
"664",2022-07-01,"Michigan",16451530,6757081,6069455,3375003,83479,17164,9774,21185
"665",2022-08-01,"Michigan",16697776,6794364,6098366,3429636,246246,37283,28911,54633
"666",2022-09-01,"Michigan",17055654,6828340,6127645,3472243,357878,33976,29279,42607
"667",2022-10-01,"Michigan",17666431,6864717,6162657,3530937,610777,36377,35012,58694
"668",2022-11-01,"Michigan",18118829,6895252,6190377,3586142,452398,30535,27720,55205
"669",2022-12-01,"Michigan",18399849,6916373,6208950,3624651,281020,21121,18573,38509
"670",2023-01-01,"Michigan",18514409,6927573,6218243,3642955,114560,11200,9293,18304
"671",2023-02-01,"Michigan",18574278,6934841,6224317,3653777,59869,7268,6074,10822
"672",2023-03-01,"Michigan",18584227,6936142,6225457,3655794,9949,1301,1140,2017
"673",2020-12-01,"Minnesota",48428,0,0,0,48428,0,0,0
"674",2021-01-01,"Minnesota",485850,0,0,0,437422,0,0,0
"675",2021-02-01,"Minnesota",1322288,888433,0,0,836438,888433,0,0
"676",2021-03-01,"Minnesota",2702080,1753301,1031750,0,1379792,864868,1031750,0
"677",2021-04-01,"Minnesota",4293491,2621229,1890871,0,1591411,867928,859121,0
"678",2021-05-01,"Minnesota",5410215,3064789,2596008,0,1116724,443560,705137,0
"679",2021-06-01,"Minnesota",5835259,3205009,2892831,0,425044,140220,296823,0
"680",2021-07-01,"Minnesota",6072947,3314049,3029752,0,237688,109040,136921,0
"681",2021-08-01,"Minnesota",6373869,3482470,3149267,0,300922,168421,119515,0
"682",2021-09-01,"Minnesota",6648502,3579786,3276821,0,274633,97316,127554,0
"683",2021-10-01,"Minnesota",7201341,3673685,3374431,436123,552839,93899,97610,436123
"684",2021-11-01,"Minnesota",8151634,3875845,3511341,1037151,950293,202160,136910,601028
"685",2021-12-01,"Minnesota",9135876,4028046,3689641,1699033,984242,152201,178300,661882
"686",2022-01-01,"Minnesota",9677709,4147317,3782546,2040692,541833,119271,92905,341659
"687",2022-02-01,"Minnesota",9902085,4192009,3846923,2146256,224376,44692,64377,105564
"688",2022-03-01,"Minnesota",10010588,4212473,3875728,2196417,108503,20464,28805,50161
"689",2022-04-01,"Minnesota",10307527,4232274,3898524,2240680,296939,19801,22796,44263
"690",2022-05-01,"Minnesota",10569888,4251215,3918045,2282511,262361,18941,19521,41831
"691",2022-06-01,"Minnesota",10754034,4270148,3933607,2325060,184146,18933,15562,42549
"692",2022-07-01,"Minnesota",10901373,4300389,3945530,2353853,147339,30241,11923,28793
"693",2022-08-01,"Minnesota",11038641,4322861,3963746,2385713,137268,22472,18216,31860
"694",2022-09-01,"Minnesota",11323808,4349967,3986711,2419059,285167,27106,22965,33346
"695",2022-10-01,"Minnesota",11838868,4378408,4013235,2461972,515060,28441,26524,42913
"696",2022-11-01,"Minnesota",12267450,4407044,4037264,2510175,428582,28636,24029,48203
"697",2022-12-01,"Minnesota",12533992,4426639,4053333,2545845,266542,19595,16069,35670
"698",2023-01-01,"Minnesota",12639051,4437291,4062341,2562673,105059,10652,9008,16828
"699",2023-02-01,"Minnesota",12706850,4445867,4069225,2574680,67799,8576,6884,12007
"700",2023-03-01,"Minnesota",12716898,4447240,4070427,2576639,10048,1373,1202,1959
"701",2020-12-01,"Mississippi",14037,0,0,0,14037,0,0,0
"702",2021-01-01,"Mississippi",222487,0,0,0,208450,0,0,0
"703",2021-02-01,"Mississippi",593453,401141,0,0,370966,401141,0,0
"704",2021-03-01,"Mississippi",1137212,724564,439203,0,543759,323423,439203,0
"705",2021-04-01,"Mississippi",1565428,915125,692450,0,428216,190561,253247,0
"706",2021-05-01,"Mississippi",1769522,1010751,807420,0,204094,95626,114970,0
"707",2021-06-01,"Mississippi",1906488,1075286,884216,0,136966,64535,76796,0
"708",2021-07-01,"Mississippi",2149766,1182948,1026669,0,243278,107662,142453,0
"709",2021-08-01,"Mississippi",2447416,1378418,1122883,0,297650,195470,96214,0
"710",2021-09-01,"Mississippi",2777569,1491366,1292421,0,330153,112948,169538,0
"711",2021-10-01,"Mississippi",2977710,1548479,1359342,121552,200141,57113,66921,121552
"712",2021-11-01,"Mississippi",3179627,1598384,1395817,239820,201917,49905,36475,118268
"713",2021-12-01,"Mississippi",3388047,1645580,1430507,354707,208420,47196,34690,114887
"714",2022-01-01,"Mississippi",3669400,1726909,1488046,509268,281353,81329,57539,154561
"715",2022-02-01,"Mississippi",3759511,1749269,1514974,541960,90111,22360,26928,32692
"716",2022-03-01,"Mississippi",3806340,1762854,1531375,559998,46829,13585,16401,18038
"717",2022-04-01,"Mississippi",3865033,1772800,1541602,573409,58693,9946,10227,13411
"718",2022-05-01,"Mississippi",3920709,1781436,1549547,584918,55676,8636,7945,11509
"719",2022-06-01,"Mississippi",3958143,1790553,1556422,602739,37434,9117,6875,17821
"720",2022-07-01,"Mississippi",4008696,1800476,1565034,614798,50553,9923,8612,12059
"721",2022-08-01,"Mississippi",4056940,1809631,1574815,626035,48244,9155,9781,11237
"722",2022-09-01,"Mississippi",4088689,1815548,1580025,631094,31749,5917,5210,5059
"723",2022-10-01,"Mississippi",4144932,1820679,1586170,638743,56243,5131,6145,7649
"724",2022-11-01,"Mississippi",4203811,1825672,1590287,646331,58879,4993,4117,7588
"725",2022-12-01,"Mississippi",4248212,1829829,1593788,652307,44401,4157,3501,5976
"726",2023-01-01,"Mississippi",4273320,1832881,1596152,655940,25108,3052,2364,3633
"727",2023-02-01,"Mississippi",4286121,1834840,1597618,658029,12801,1959,1466,2089
"728",2023-03-01,"Mississippi",4288801,1835314,1597932,658530,2680,474,314,501
"729",2020-12-01,"Missouri",66540,0,0,0,66540,0,0,0
"730",2021-01-01,"Missouri",408441,0,0,0,341901,0,0,0
"731",2021-02-01,"Missouri",1278087,805542,0,0,869646,805542,0,0
"732",2021-03-01,"Missouri",2481467,1550103,899208,0,1203380,744561,899208,0
"733",2021-04-01,"Missouri",3947226,2298354,1655078,0,1465759,748251,755870,0
"734",2021-05-01,"Missouri",4671951,2587559,2107421,0,724725,289205,452343,0
"735",2021-06-01,"Missouri",5081942,2743765,2378399,0,409991,156206,270978,0
"736",2021-07-01,"Missouri",5447532,2979857,2527492,0,365590,236092,149093,0
"737",2021-08-01,"Missouri",5934851,3228662,2759661,0,487319,248805,232169,0
"738",2021-09-01,"Missouri",6292786,3362942,2938204,0,357935,134280,178543,0
"739",2021-10-01,"Missouri",6801841,3490263,3055514,335265,509055,127321,117310,335265
"740",2021-11-01,"Missouri",7360098,3653460,3120430,660903,558257,163197,64916,325638
"741",2021-12-01,"Missouri",8088236,3826276,3254448,1087875,728138,172816,134018,426972
"742",2022-01-01,"Missouri",8480684,3963623,3333624,1309222,392448,137347,79176,221347
"743",2022-02-01,"Missouri",8651303,4009779,3381809,1380130,170619,46156,48185,70908
"744",2022-03-01,"Missouri",8748681,4036549,3410435,1422614,97378,26770,28626,42484
"745",2022-04-01,"Missouri",8935875,4060562,3439112,1456885,187194,24013,28677,34271
"746",2022-05-01,"Missouri",9088884,4079772,3460123,1487072,153009,19210,21011,30187
"747",2022-06-01,"Missouri",9210275,4098379,3477937,1522858,121391,18607,17814,35786
"748",2022-07-01,"Missouri",9336950,4126050,3495707,1549557,126675,27671,17770,26699
"749",2022-08-01,"Missouri",9439357,4146728,3513714,1572132,102407,20678,18007,22575
"750",2022-09-01,"Missouri",9599422,4168458,3535479,1594175,160065,21730,21765,22043
"751",2022-10-01,"Missouri",9907845,4195687,3567064,1635259,308423,27229,31585,41084
"752",2022-11-01,"Missouri",10183593,4222368,3593454,1676926,275748,26681,26390,41667
"753",2022-12-01,"Missouri",10338822,4240562,3609971,1702579,155229,18194,16517,25653
"754",2023-01-01,"Missouri",10408400,4250080,3619374,1715244,69578,9518,9403,12665
"755",2023-02-01,"Missouri",10441313,4256083,3624391,1721339,32913,6003,5017,6095
"756",2023-03-01,"Missouri",10448550,4257715,3625649,1722782,7237,1632,1258,1443
"757",2020-12-01,"Montana",15240,0,0,0,15240,0,0,0
"758",2021-01-01,"Montana",99272,0,0,0,84032,0,0,0
"759",2021-02-01,"Montana",271075,183889,0,0,171803,183889,0,0
"760",2021-03-01,"Montana",504919,318968,195804,0,233844,135079,195804,0
"761",2021-04-01,"Montana",750384,432256,337360,0,245465,113288,141556,0
"762",2021-05-01,"Montana",867122,483420,409117,0,116738,51164,71757,0
"763",2021-06-01,"Montana",932825,508932,451693,0,65703,25512,42576,0
"764",2021-07-01,"Montana",971639,527498,473160,0,38814,18566,21467,0
"765",2021-08-01,"Montana",1019280,556693,490627,0,47641,29195,17467,0
"766",2021-09-01,"Montana",1085974,584690,517527,0,66694,27997,26900,0
"767",2021-10-01,"Montana",1191554,607984,539511,74118,105580,23294,21984,74118
"768",2021-11-01,"Montana",1320270,637919,553881,158783,128716,29935,14370,84665
"769",2021-12-01,"Montana",1444058,663198,577327,229743,123788,25279,23446,70960
"770",2022-01-01,"Montana",1504858,681442,590450,263574,60800,18244,13123,33831
"771",2022-02-01,"Montana",1534641,689150,597820,276130,29783,7708,7370,12556
"772",2022-03-01,"Montana",1549860,692850,602263,282638,15219,3700,4443,6508
"773",2022-04-01,"Montana",1584269,696728,606240,288830,34409,3878,3977,6192
"774",2022-05-01,"Montana",1615889,700291,609651,294033,31620,3563,3411,5203
"775",2022-06-01,"Montana",1635836,703335,612446,299875,19947,3044,2795,5842
"776",2022-07-01,"Montana",1658606,707559,615050,304161,22770,4224,2604,4286
"777",2022-08-01,"Montana",1670781,710128,617352,306801,12175,2569,2302,2640
"778",2022-09-01,"Montana",1694792,713930,620190,310163,24011,3802,2838,3362
"779",2022-10-01,"Montana",1763702,719117,624684,317563,68910,5187,4494,7400
"780",2022-11-01,"Montana",1810202,724212,628374,324770,46500,5095,3690,7207
"781",2022-12-01,"Montana",1830798,726624,630092,328159,20596,2412,1718,3389
"782",2023-01-01,"Montana",1850682,728670,631528,331241,19884,2046,1436,3082
"783",2023-02-01,"Montana",1858192,729627,632255,332425,7510,957,727,1184
"784",2023-03-01,"Montana",1860520,729902,632502,332807,2328,275,247,382
"785",2020-12-01,"Nebraska",24162,0,0,0,24162,0,0,0
"786",2021-01-01,"Nebraska",167276,0,0,0,143114,0,0,0
"787",2021-02-01,"Nebraska",443974,294145,0,0,276698,294145,0,0
"788",2021-03-01,"Nebraska",916701,585025,347883,0,472727,290880,347883,0
"789",2021-04-01,"Nebraska",1412743,833322,626278,0,496042,248297,278395,0
"790",2021-05-01,"Nebraska",1694342,933087,815217,0,281599,99765,188939,0
"791",2021-06-01,"Nebraska",1860022,997779,918634,0,165680,64692,103417,0
"792",2021-07-01,"Nebraska",1938397,1040464,956540,0,78375,42685,37906,0
"793",2021-08-01,"Nebraska",2059293,1109442,1003514,0,120896,68978,46974,0
"794",2021-09-01,"Nebraska",2166979,1148345,1056704,0,107686,38903,53190,0
"795",2021-10-01,"Nebraska",2335904,1179622,1087752,123182,168925,31277,31048,123182
"796",2021-11-01,"Nebraska",2557916,1232655,1106529,271618,222012,53033,18777,148436
"797",2021-12-01,"Nebraska",2856869,1284092,1157774,464103,298953,51437,51245,192485
"798",2022-01-01,"Nebraska",3004905,1326691,1189059,552918,148036,42599,31285,88815
"799",2022-02-01,"Nebraska",3080182,1341771,1208423,582517,75277,15080,19364,29599
"800",2022-03-01,"Nebraska",3134548,1352235,1221432,610683,54366,10464,13009,28166
"801",2022-04-01,"Nebraska",3204276,1359156,1229392,621638,69728,6921,7960,10955
"802",2022-05-01,"Nebraska",3251394,1364080,1234433,629121,47118,4924,5041,7483
"803",2022-06-01,"Nebraska",3301814,1371191,1239669,645436,50420,7111,5236,16315
"804",2022-07-01,"Nebraska",3348454,1379267,1244951,655791,46640,8076,5282,10355
"805",2022-08-01,"Nebraska",3387286,1385996,1250811,665860,38832,6729,5860,10069
"806",2022-09-01,"Nebraska",3451226,1393418,1257663,673360,63940,7422,6852,7500
"807",2022-10-01,"Nebraska",3529237,1398886,1262993,680921,78011,5468,5330,7561
"808",2022-11-01,"Nebraska",3681997,1409382,1272515,696766,152760,10496,9522,15845
"809",2022-12-01,"Nebraska",3735602,1414102,1276735,703721,53605,4720,4220,6955
"810",2023-01-01,"Nebraska",3772571,1417897,1280112,708955,36969,3795,3377,5234
"811",2023-02-01,"Nebraska",3788965,1420300,1282185,711744,16394,2403,2073,2789
"812",2023-03-01,"Nebraska",3792085,1420762,1282631,712312,3120,462,446,568
"813",2020-12-01,"Nevada",23119,0,0,0,23119,0,0,0
"814",2021-01-01,"Nevada",224192,0,0,0,201073,0,0,0
"815",2021-02-01,"Nevada",665577,437485,0,0,441385,437485,0,0
