"","Month","Province_State","Doses_admin_yf","People_at_least_one_dose_yf","People_fully_vaccinated_yf","Total_additional_doses_yf","Doses_admin_yf_daily","People_at_least_one_dose_yf_daily","People_fully_vaccinated_yf_daily","Total_additional_doses_yf_daily"
"816",2021-03-01,"Nevada",1335002,845896,486838,0,669425,408411,486838,0
"817",2021-04-01,"Nevada",2026997,1210441,841808,0,691995,364545,354970,0
"818",2021-05-01,"Nevada",2501619,1400474,1132866,0,474622,190033,291058,0
"819",2021-06-01,"Nevada",2768190,1525112,1288725,0,266571,124638,155859,0
"820",2021-07-01,"Nevada",2957621,1647017,1364717,0,189431,121905,75992,0
"821",2021-08-01,"Nevada",3201118,1783825,1470641,0,243497,136808,105924,0
"822",2021-09-01,"Nevada",3391763,1869275,1561717,0,190645,85450,91076,0
"823",2021-10-01,"Nevada",3636422,1949931,1629868,131320,244659,80656,68151,131320
"824",2021-11-01,"Nevada",3956125,2044888,1676662,306140,319703,94957,46794,174820
"825",2021-12-01,"Nevada",4314411,2140842,1738587,504492,358286,95954,61925,198352
"826",2022-01-01,"Nevada",4584337,2244846,1800101,638445,269926,104004,61514,133953
"827",2022-02-01,"Nevada",4710745,2279843,1838523,681836,126408,34997,38422,43391
"828",2022-03-01,"Nevada",4786943,2298072,1855221,702728,76198,18229,16698,20892
"829",2022-04-01,"Nevada",4891442,2316445,1871826,721389,104499,18373,16605,18661
"830",2022-05-01,"Nevada",4975200,2331107,1884026,737692,83758,14662,12200,16303
"831",2022-06-01,"Nevada",5032542,2345817,1891784,757764,57342,14710,7758,20072
"832",2022-07-01,"Nevada",5085572,2358312,1899773,769522,53030,12495,7989,11758
"833",2022-08-01,"Nevada",5127825,2368886,1907491,779037,42253,10574,7718,9515
"834",2022-09-01,"Nevada",5193128,2379388,1915573,787830,65303,10502,8082,8793
"835",2022-10-01,"Nevada",5315414,2392527,1930260,803750,122286,13139,14687,15920
"836",2022-11-01,"Nevada",5434662,2392527,1941968,820497,119248,0,11708,16747
"837",2022-12-01,"Nevada",5505852,2392527,1956497,850981,71190,0,14529,30484
"838",2023-01-01,"Nevada",5539472,2392527,1960085,856263,33620,0,3588,5282
"839",2023-02-01,"Nevada",5555225,2392527,1962333,859041,15753,0,2248,2778
"840",2023-03-01,"Nevada",5558573,2392527,1962779,859589,3348,0,446,548
"841",2020-12-01,"New Hampshire",21214,0,0,0,21214,0,0,0
"842",2021-01-01,"New Hampshire",123740,0,0,0,102526,0,0,0
"843",2021-02-01,"New Hampshire",310769,224347,0,0,187029,224347,0,0
"844",2021-03-01,"New Hampshire",607126,412057,234147,0,296357,187710,234147,0
"845",2021-04-01,"New Hampshire",1138304,807366,403679,0,531178,395309,169532,0
"846",2021-05-01,"New Hampshire",1384922,834020,659284,0,246618,26654,255605,0
"847",2021-06-01,"New Hampshire",1514977,842650,755497,0,130055,8629,96213,0
"848",2021-07-01,"New Hampshire",1590807,878998,791860,0,75830,36348,36363,0
"849",2021-08-01,"New Hampshire",1683810,911359,811012,0,93003,32361,19152,0
"850",2021-09-01,"New Hampshire",1750221,948258,835791,0,66411,36899,24779,0
"851",2021-10-01,"New Hampshire",1913579,1034011,854174,13467,163358,85753,18383,13467
"852",2021-11-01,"New Hampshire",2133848,1188240,880356,51540,220269,154229,26182,38073
"853",2021-12-01,"New Hampshire",2387395,1238915,913328,125379,253547,50675,32972,73839
"854",2022-01-01,"New Hampshire",2512178,1238915,934575,178521,124783,0,21247,53142
"855",2022-02-01,"New Hampshire",2512178,1238915,938503,197750,0,0,3928,19229
"856",2022-03-01,"New Hampshire",2512178,1238915,938503,314610,0,0,0,116859
"857",2022-04-01,"New Hampshire",2525598,1238915,954664,420437,13419,0,16160,105827
"858",2022-05-01,"New Hampshire",2613240,1238915,966688,449562,87642,0,12024,29125
"859",2022-06-01,"New Hampshire",2663281,1238915,968770,463533,50041,0,2082,13971
"860",2022-07-01,"New Hampshire",2687052,1238915,968770,468855,23771,0,0,5322
"861",2022-08-01,"New Hampshire",2688423,1238915,968770,474453,1371,0,0,5598
"862",2022-09-01,"New Hampshire",2688423,1238915,968770,474865,0,0,0,412
"863",2022-10-01,"New Hampshire",2739221,1238915,968770,499847,50797,0,0,24981
"864",2022-11-01,"New Hampshire",2740960,1238915,968770,501120,1739,0,0,1273
"865",2022-12-01,"New Hampshire",2906126,1238915,972281,529173,165166,0,3510,28053
"866",2023-01-01,"New Hampshire",2940278,1238915,976466,535357,34152,0,4185,6184
"867",2023-02-01,"New Hampshire",2956696,1238915,978644,538570,16418,0,2178,3213
"868",2023-03-01,"New Hampshire",2959206,1238915,978992,539117,2510,0,348,547
"869",2020-12-01,"New Jersey",53781,0,0,0,53781,0,0,0
"870",2021-01-01,"New Jersey",768944,0,0,0,715163,0,0,0
"871",2021-02-01,"New Jersey",2008524,1385622,0,0,1239580,1385622,0,0
"872",2021-03-01,"New Jersey",4292515,2903068,1613922,0,2283991,1517446,1613922,0
"873",2021-04-01,"New Jersey",7217144,4545175,3150175,0,2924629,1642107,1536253,0
"874",2021-05-01,"New Jersey",9083396,5346506,4325374,0,1866252,801331,1175199,0
"875",2021-06-01,"New Jersey",9848264,5616755,4884067,0,764868,270249,558693,0
"876",2021-07-01,"New Jersey",10355671,5847756,5176518,0,507406,231000,292451,0
"877",2021-08-01,"New Jersey",10985291,6202291,5448504,0,629620,354535,271986,0
"878",2021-09-01,"New Jersey",11512956,6433245,5707111,0,527665,230954,258607,0
"879",2021-10-01,"New Jersey",12301100,6662856,5892769,526010,788144,229611,185658,526010
"880",2021-11-01,"New Jersey",13464109,7017967,6017811,1209559,1163009,355111,125042,683549
"881",2021-12-01,"New Jersey",14946060,7434230,6261268,2114931,1481951,416263,243457,905372
"882",2022-01-01,"New Jersey",16024870,7765786,6451611,2716238,1078810,331556,190343,601307
"883",2022-02-01,"New Jersey",16550655,7902612,6593361,2970449,525785,136826,141750,254211
"884",2022-03-01,"New Jersey",16784084,7966287,6653846,3082966,233429,63675,60485,112517
"885",2022-04-01,"New Jersey",17196771,8022752,6713281,3178796,412687,56465,59435,95830
"886",2022-05-01,"New Jersey",17545638,8075906,6760021,3261763,348867,53154,46740,82967
"887",2022-06-01,"New Jersey",17737437,8116207,6790708,3326098,191799,40301,30687,64335
"888",2022-07-01,"New Jersey",17925211,8163192,6817526,3373218,187774,46985,26818,47120
"889",2022-08-01,"New Jersey",18072396,8199257,6845644,3410081,147185,36065,28118,36863
"890",2022-09-01,"New Jersey",18390826,8243579,6886692,3457334,318430,44322,41048,47253
"891",2022-10-01,"New Jersey",18851613,8291708,6933648,3515215,460787,48129,46956,57881
"892",2022-11-01,"New Jersey",19240352,8336916,6972300,3570628,388739,45208,38652,55413
"893",2022-12-01,"New Jersey",19503839,8372496,7001577,3611932,263487,35580,29277,41304
"894",2023-01-01,"New Jersey",19650973,8395828,7019310,3637550,147134,23332,17733,25618
"895",2023-02-01,"New Jersey",19717299,8408364,7029125,3650307,66326,12536,9815,12757
"896",2023-03-01,"New Jersey",19729328,8411065,7031019,3652913,12029,2701,1894,2606
"897",2020-12-01,"New Mexico",26590,0,0,0,26590,0,0,0
"898",2021-01-01,"New Mexico",248321,0,0,0,221731,0,0,0
"899",2021-02-01,"New Mexico",678087,450558,0,0,429766,450558,0,0
"900",2021-03-01,"New Mexico",1242292,787206,486883,0,564205,336648,486883,0
"901",2021-04-01,"New Mexico",1774298,1061291,764785,0,532006,274085,277902,0
"902",2021-05-01,"New Mexico",2128144,1211260,1003052,0,353846,149969,238267,0
"903",2021-06-01,"New Mexico",2340653,1294771,1125628,0,212508,83511,122576,0
"904",2021-07-01,"New Mexico",2477501,1369002,1194187,0,136848,74231,68559,0
"905",2021-08-01,"New Mexico",2639769,1464180,1256883,0,162268,95178,62696,0
"906",2021-09-01,"New Mexico",2776638,1518717,1321259,0,136869,54537,64376,0
"907",2021-10-01,"New Mexico",2873118,1537082,1327784,160997,96480,18365,6525,160997
"908",2021-11-01,"New Mexico",3120748,1604264,1330974,354099,247629,67181,3189,193102
"909",2021-12-01,"New Mexico",3441533,1692585,1389097,540174,320785,88321,58123,186075
"910",2022-01-01,"New Mexico",3652344,1771672,1432888,656886,210811,79087,43791,116712
"911",2022-02-01,"New Mexico",3767444,1802823,1460469,699348,115100,31151,27581,42462
"912",2022-03-01,"New Mexico",3821386,1818632,1474390,720266,53942,15809,13921,20918
"913",2022-04-01,"New Mexico",3933008,1837279,1489688,739024,111622,18647,15298,18758
"914",2022-05-01,"New Mexico",4026861,1853328,1501585,754703,93853,16049,11897,15679
"915",2022-06-01,"New Mexico",4085449,1867238,1509192,776169,58588,13910,7607,21466
"916",2022-07-01,"New Mexico",4140614,1881941,1517283,788305,55165,14703,8091,12136
"917",2022-08-01,"New Mexico",4185363,1894203,1524249,797866,44749,12262,6966,9561
"918",2022-09-01,"New Mexico",4267972,1908418,1534178,807682,82609,14215,9929,9816
"919",2022-10-01,"New Mexico",4420792,1929241,1548019,823411,152820,20823,13841,15729
"920",2022-11-01,"New Mexico",4567022,1952940,1562138,841493,146230,23699,14119,18082
"921",2022-12-01,"New Mexico",4649331,1967857,1570053,852576,82309,14917,7915,11083
"922",2023-01-01,"New Mexico",4688210,1976002,1574301,858745,38879,8145,4248,6169
"923",2023-02-01,"New Mexico",4706584,1980329,1576898,861698,18374,4327,2597,2953
"924",2023-03-01,"New Mexico",4710051,1981228,1577485,862270,3467,899,587,572
"925",2020-12-01,"New York",153342,0,0,0,153342,0,0,0
"926",2021-01-01,"New York",1791935,0,0,0,1638593,0,0,0
"927",2021-02-01,"New York",4060431,2588847,0,0,2268496,2588847,0,0
"928",2021-03-01,"New York",9023541,5935139,3158458,0,4963110,3346292,3158458,0
"929",2021-04-01,"New York",15410701,9170858,6579272,0,6387160,3235719,3420814,0
"930",2021-05-01,"New York",19605540,10827501,9091146,0,4194839,1656643,2511874,0
"931",2021-06-01,"New York",21748390,11645927,10484346,0,2142850,818426,1393200,0
"932",2021-07-01,"New York",22902722,12242044,11091103,0,1154332,596117,606757,0
"933",2021-08-01,"New York",24328502,13086772,11676689,0,1425780,844728,585586,0
"934",2021-09-01,"New York",25855906,13854152,12379401,0,1527404,767380,702712,0
"935",2021-10-01,"New York",27550651,14441832,12960521,718189,1694745,587680,581120,718189
"936",2021-11-01,"New York",29854124,15198267,13313936,1960095,2303473,756435,353415,1241906
"937",2021-12-01,"New York",34256514,16343955,13961789,4543102,4402390,1145688,647853,2583007
"938",2022-01-01,"New York",36686899,17033103,14416516,5866217,2430385,689148,454727,1323115
"939",2022-02-01,"New York",37842993,17301016,14689043,6443411,1156094,267913,272527,577194
"940",2022-03-01,"New York",38309963,17422217,14814869,6641570,466970,121201,125826,198159
"941",2022-04-01,"New York",39213890,17534510,14953770,6807386,903927,112293,138901,165816
"942",2022-05-01,"New York",39880446,17628814,15059199,6934247,666556,94304,105429,126861
"943",2022-06-01,"New York",40331482,17717998,15135498,7058235,451036,89184,76299,123988
"944",2022-07-01,"New York",40706749,17812557,15197101,7134558,375267,94559,61603,76323
"945",2022-08-01,"New York",40978821,17878519,15252523,7192191,272072,65962,55422,57633
"946",2022-09-01,"New York",41735576,17983429,15354943,7293256,756755,104910,102420,101065
"947",2022-10-01,"New York",42870606,18101873,15478550,7418752,1135030,118444,123607,125496
"948",2022-11-01,"New York",43786365,18215090,15577953,7532147,915759,113217,99403,113395
"949",2022-12-01,"New York",44418984,18296264,15656046,7618971,632619,81174,78093,86824
"950",2023-01-01,"New York",44733986,18346419,15696752,7666294,315002,50155,40706,47323
"951",2023-02-01,"New York",44892378,18375647,15721183,7692594,158392,29228,24431,26300
"952",2023-03-01,"New York",44921412,18381201,15725980,7697592,29034,5554,4797,4998
"953",2020-12-01,"North Carolina",75123,0,0,0,75123,0,0,0
"954",2021-01-01,"North Carolina",898736,0,0,0,823613,0,0,0
"955",2021-02-01,"North Carolina",2366027,1504356,0,0,1467291,1504356,0,0
"956",2021-03-01,"North Carolina",4609430,2983429,1684002,0,2243403,1479073,1684002,0
"957",2021-04-01,"North Carolina",6888208,4083191,2961996,0,2278778,1099762,1277994,0
"958",2021-05-01,"North Carolina",8144065,4547004,3783736,0,1255857,463813,821740,0
"959",2021-06-01,"North Carolina",8626841,4737519,4112642,0,482776,190515,328906,0
"960",2021-07-01,"North Carolina",9701789,5356957,4584126,0,1074948,619438,471484,0
"961",2021-08-01,"North Carolina",10451571,5829650,4853916,0,749782,472693,269790,0
"962",2021-09-01,"North Carolina",11275722,6252289,5212516,0,824151,422639,358600,0
"963",2021-10-01,"North Carolina",12347937,6734624,5517974,354263,1072215,482335,305458,354263
"964",2021-11-01,"North Carolina",13472803,7337427,5670789,722738,1124866,602803,152815,368475
"965",2021-12-01,"North Carolina",14910025,8008038,5951239,1195062,1437222,670611,280450,472324
"966",2022-01-01,"North Carolina",15720725,8475190,6124645,1466862,810700,467152,173406,271800
"967",2022-02-01,"North Carolina",16118258,8629197,6223443,1567199,397533,154007,98798,100337
"968",2022-03-01,"North Carolina",16318216,8711532,6278473,1630829,199958,82335,55030,63630
"969",2022-04-01,"North Carolina",16704102,8822710,6401989,1694165,385886,111178,123516,63336
"970",2022-05-01,"North Carolina",17035441,8920269,6498933,1750155,331339,97559,96944,55990
"971",2022-06-01,"North Carolina",17239972,9001994,6554862,1831852,204531,81725,55929,81697
"972",2022-07-01,"North Carolina",17455213,9080546,6608698,1869025,215241,78552,53836,37173
"973",2022-08-01,"North Carolina",17630507,9141015,6650779,1902569,175294,60469,42081,33544
"974",2022-09-01,"North Carolina",17991435,9249021,6732612,1976526,360928,108006,81833,73957
"975",2022-10-01,"North Carolina",18519478,9399026,6851912,2082038,528043,150005,119300,105512
"976",2022-11-01,"North Carolina",18943919,9522356,6944721,2160879,424441,123330,92809,78841
"977",2022-12-01,"North Carolina",19210889,9606961,7001627,2209061,266970,84605,56906,48182
"978",2023-01-01,"North Carolina",19340769,9651406,7029250,2232999,129880,44445,27623,23938
"979",2023-02-01,"North Carolina",19412597,9678183,7043872,2245800,71828,26777,14622,12801
"980",2023-03-01,"North Carolina",19425659,9682840,7046573,2248264,13062,4657,2701,2464
"981",2020-12-01,"North Dakota",14401,0,0,0,14401,0,0,0
"982",2021-01-01,"North Dakota",91585,0,0,0,77184,0,0,0
"983",2021-02-01,"North Dakota",225330,142174,0,0,133745,142174,0,0
"984",2021-03-01,"North Dakota",410932,244790,153845,0,185602,102616,153845,0
"985",2021-04-01,"North Dakota",557851,297564,247082,0,146919,52774,93237,0
"986",2021-05-01,"North Dakota",614245,321554,278804,0,56394,23990,31722,0
"987",2021-06-01,"North Dakota",641125,333665,295253,0,26880,12111,16449,0
"988",2021-07-01,"North Dakota",662185,345841,305349,0,21060,12176,10096,0
"989",2021-08-01,"North Dakota",697494,367408,317545,0,35309,21567,12196,0
"990",2021-09-01,"North Dakota",739451,387791,335555,0,41957,20383,18010,0
"991",2021-10-01,"North Dakota",803017,405846,349728,41271,63566,18055,14173,41271
"992",2021-11-01,"North Dakota",893809,440825,371126,97110,90792,34979,21398,55839
"993",2021-12-01,"North Dakota",1013290,474165,400490,145325,119481,33340,29364,48215
"994",2022-01-01,"North Dakota",1050536,487552,411158,162711,37246,13387,10668,17386
"995",2022-02-01,"North Dakota",1063891,491222,414920,166855,13355,3670,3762,4144
"996",2022-03-01,"North Dakota",1067462,492652,416344,167898,3571,1430,1424,1043
"997",2022-04-01,"North Dakota",1074299,494224,418343,169045,6837,1572,1999,1147
"998",2022-05-01,"North Dakota",1117629,501715,425199,183785,43330,7491,6856,14740
"999",2022-06-01,"North Dakota",1130205,504415,427192,188780,12576,2700,1993,4995
"1000",2022-07-01,"North Dakota",1143484,507453,429019,191769,13279,3038,1827,2989
"1001",2022-08-01,"North Dakota",1155589,509951,431140,194773,12105,2498,2121,3004
"1002",2022-09-01,"North Dakota",1177483,514303,433955,198781,21894,4352,2815,4008
"1003",2022-10-01,"North Dakota",1228866,519480,439064,205613,51383,5177,5109,6832
"1004",2022-11-01,"North Dakota",1266576,523771,442967,211516,37710,4291,3903,5903
"1005",2022-12-01,"North Dakota",1288199,526398,445125,214898,21623,2627,2158,3382
"1006",2023-01-01,"North Dakota",1298435,527728,446347,216602,10236,1330,1222,1704
"1007",2023-02-01,"North Dakota",1304919,528831,447232,217705,6484,1103,885,1103
"1008",2023-03-01,"North Dakota",1306066,529028,447421,217919,1147,197,189,214
"1009",2020-12-01,"Ohio",71653,0,0,0,71653,0,0,0
"1010",2021-01-01,"Ohio",911004,0,0,0,839351,0,0,0
"1011",2021-02-01,"Ohio",2501854,1638626,0,0,1590850,1638626,0,0
"1012",2021-03-01,"Ohio",5219217,3354361,1939120,0,2717363,1715735,1939120,0
"1013",2021-04-01,"Ohio",8255989,4684613,3694410,0,3036772,1330252,1755290,0
"1014",2021-05-01,"Ohio",9888227,5354671,4693225,0,1632238,670058,998815,0
"1015",2021-06-01,"Ohio",10672067,5628992,5219737,0,783840,274321,526512,0
"1016",2021-07-01,"Ohio",11070355,5818078,5430840,0,398288,189086,211103,0
"1017",2021-08-01,"Ohio",11621032,6129046,5652333,0,550677,310968,221493,0
"1018",2021-09-01,"Ohio",12060991,6332731,5865123,0,439959,203685,212790,0
"1019",2021-10-01,"Ohio",12991031,6521124,6058403,645599,930040,188393,193280,645599
"1020",2021-11-01,"Ohio",14396558,6820747,6196181,1611489,1405527,299623,137778,965890
"1021",2021-12-01,"Ohio",15926401,7065757,6457896,2647880,1529843,245010,261715,1036391
"1022",2022-01-01,"Ohio",16904644,7284830,6636584,3259713,978243,219073,178688,611833
"1023",2022-02-01,"Ohio",17225423,7350329,6733133,3393595,320779,65499,96549,133882
"1024",2022-03-01,"Ohio",17404620,7390097,6783581,3471683,179197,39768,50448,78088
"1025",2022-04-01,"Ohio",17818042,7425093,6821822,3545141,413422,34996,38241,73458
"1026",2022-05-01,"Ohio",18258426,7448632,6878104,3628457,440384,23539,56282,83316
"1027",2022-06-01,"Ohio",18356414,7450567,6878104,3673623,97988,1934,0,45166
"1028",2022-07-01,"Ohio",18608282,7492187,6899496,3729282,251868,41620,21391,55659
"1029",2022-08-01,"Ohio",18819051,7525892,6926739,3777646,210769,33705,27243,48364
"1030",2022-09-01,"Ohio",19205111,7561705,6958383,3814715,386060,35813,31644,37069
"1031",2022-10-01,"Ohio",19827305,7597368,6990482,3865838,622194,35663,32099,51123
"1032",2022-11-01,"Ohio",20381213,7633579,7022982,3927536,553908,36211,32500,61698
"1033",2022-12-01,"Ohio",20717062,7659250,7044880,3969648,335849,25671,21898,42112
"1034",2023-01-01,"Ohio",20869438,7674426,7058181,3991074,152376,15176,13301,21426
"1035",2023-02-01,"Ohio",20949090,7685812,7068595,4004013,79652,11386,10414,12939
"1036",2023-03-01,"Ohio",20964560,7688088,7070783,4006567,15470,2276,2188,2554
"1037",2020-12-01,"Oklahoma",38622,0,0,0,38622,0,0,0
"1038",2021-01-01,"Oklahoma",410305,0,0,0,371683,0,0,0
"1039",2021-02-01,"Oklahoma",1046995,665948,0,0,636690,665948,0,0
"1040",2021-03-01,"Oklahoma",1895546,1206550,688345,0,848551,540602,688345,0
"1041",2021-04-01,"Oklahoma",2666794,1518260,1162129,0,771248,311710,473784,0
"1042",2021-05-01,"Oklahoma",2954480,1642620,1333428,0,287686,124360,171299,0
"1043",2021-06-01,"Oklahoma",3261550,1770574,1515857,0,307070,127954,182429,0
"1044",2021-07-01,"Oklahoma",3450546,1890094,1590417,0,188996,119520,74560,0
"1045",2021-08-01,"Oklahoma",3821801,2106337,1730579,0,371255,216243,140162,0
"1046",2021-09-01,"Oklahoma",4139908,2235643,1879922,0,318107,129306,149343,0
"1047",2021-10-01,"Oklahoma",4482475,2351016,1977502,207772,342567,115373,97580,207772
"1048",2021-11-01,"Oklahoma",4872320,2484400,2037198,400683,389845,133384,59696,192911
"1049",2021-12-01,"Oklahoma",5308000,2612220,2116382,629469,435680,127820,79184,228786
"1050",2022-01-01,"Oklahoma",5602090,2737488,2181834,765861,294090,125268,65452,136392
"1051",2022-02-01,"Oklahoma",5718895,2769021,2216348,801896,116805,31533,34514,36035
"1052",2022-03-01,"Oklahoma",5784281,2788877,2237419,825536,65386,19856,21071,23640
"1053",2022-04-01,"Oklahoma",5905286,2811286,2263194,847156,121005,22409,25775,21620
"1054",2022-05-01,"Oklahoma",5993305,2827926,2281014,863813,88019,16640,17820,16657
"1055",2022-06-01,"Oklahoma",6044065,2841901,2291181,885180,50760,13975,10167,21367
"1056",2022-07-01,"Oklahoma",6127518,2860728,2305819,900764,83453,18827,14638,15584
"1057",2022-08-01,"Oklahoma",6188879,2874020,2317199,913149,61361,13292,11380,12385
"1058",2022-09-01,"Oklahoma",6283816,2890347,2333037,927880,94937,16327,15838,14731
"1059",2022-10-01,"Oklahoma",6448042,2911120,2355919,952287,164226,20773,22882,24407
"1060",2022-11-01,"Oklahoma",6581852,2929361,2372432,973004,133810,18241,16513,20717
"1061",2022-12-01,"Oklahoma",6660547,2940863,2383051,986011,78695,11502,10619,13007
"1062",2023-01-01,"Oklahoma",6712965,2949017,2389921,994929,52418,8154,6870,8918
"1063",2023-02-01,"Oklahoma",6732265,2953188,2392999,998529,19300,4171,3078,3600
"1064",2023-03-01,"Oklahoma",6736536,2954030,2393713,999452,4271,842,714,923
"1065",2020-12-01,"Oregon",25976,0,0,0,25976,0,0,0
"1066",2021-01-01,"Oregon",382392,0,0,0,356416,0,0,0
"1067",2021-02-01,"Oregon",960674,616134,0,0,578282,616134,0,0
"1068",2021-03-01,"Oregon",1821492,1169185,687942,0,860818,553051,687942,0
"1069",2021-04-01,"Oregon",3007184,1848204,1264674,0,1185692,679019,576732,0
"1070",2021-05-01,"Oregon",4055225,2309707,1901281,0,1048041,461503,636607,0
"1071",2021-06-01,"Oregon",4509379,2463872,2218940,0,454154,154165,317659,0
"1072",2021-07-01,"Oregon",4736784,2556604,2357975,0,227405,92732,139035,0
"1073",2021-08-01,"Oregon",4968108,2695629,2446946,0,231324,139025,88971,0
"1074",2021-09-01,"Oregon",5221487,2804640,2559258,0,253379,109011,112312,0
"1075",2021-10-01,"Oregon",5626005,2883495,2649886,285297,404518,78855,90628,285297
"1076",2021-11-01,"Oregon",6193364,3011855,2698260,666547,567359,128360,48374,381250
"1077",2021-12-01,"Oregon",6831952,3121766,2802741,1092640,638588,109911,104481,426093
"1078",2022-01-01,"Oregon",7264234,3210351,2861078,1385413,432282,88585,58337,292773
"1079",2022-02-01,"Oregon",7440939,3245100,2896649,1483345,176705,34749,35571,97932
"1080",2022-03-01,"Oregon",7534423,3265140,2916209,1529593,93484,20040,19560,46248
"1081",2022-04-01,"Oregon",7767070,3283183,2935101,1564243,232647,18043,18892,34650
"1082",2022-05-01,"Oregon",7959026,3299562,2950740,1598288,191956,16379,15639,34045
"1083",2022-06-01,"Oregon",8089520,3314369,2962863,1632589,130494,14807,12123,34301
"1084",2022-07-01,"Oregon",8188904,3330685,2971811,1654410,99384,16316,8948,21821
"1085",2022-08-01,"Oregon",8262350,3342584,2979947,1672442,73446,11899,8136,18032
"1086",2022-09-01,"Oregon",8423350,3362925,2992724,1691961,161000,20341,12777,19519
"1087",2022-10-01,"Oregon",8671858,3382398,3008471,1714343,248508,19473,15747,22382
"1088",2022-11-01,"Oregon",8972158,3407875,3027938,1748954,300300,25477,19467,34611
"1089",2022-12-01,"Oregon",9166670,3426671,3041550,1775847,194512,18796,13612,26893
"1090",2023-01-01,"Oregon",9247716,3436788,3048523,1788340,81046,10117,6973,12493
"1091",2023-02-01,"Oregon",9299949,3444909,3054563,1797523,52233,8121,6040,9183
"1092",2023-03-01,"Oregon",9307270,3446171,3055514,1798772,7321,1262,951,1249
"1093",2020-12-01,"Pennsylvania",121766,0,0,0,121766,0,0,0
"1094",2021-01-01,"Pennsylvania",1032426,0,0,0,910660,0,0,0
"1095",2021-02-01,"Pennsylvania",2676006,1868724,0,0,1643580,1868724,0,0
"1096",2021-03-01,"Pennsylvania",5947782,4003172,2084919,0,3271776,2134448,2084919,0
"1097",2021-04-01,"Pennsylvania",9931324,6267560,4027307,0,3983542,2264388,1942388,0
"1098",2021-05-01,"Pennsylvania",12571563,7466772,5573531,0,2640239,1199212,1546224,0
"1099",2021-06-01,"Pennsylvania",13862092,8023155,6337453,0,1290529,556383,763922,0
"1100",2021-07-01,"Pennsylvania",14547869,8378102,6693606,0,685777,354947,356153,0
"1101",2021-08-01,"Pennsylvania",15388826,8872244,7047739,0,840957,494142,354133,0
"1102",2021-09-01,"Pennsylvania",16168317,9264086,7394990,0,779491,391842,347251,0
"1103",2021-10-01,"Pennsylvania",17593729,9961778,7706408,467947,1425412,697692,311418,467947
"1104",2021-11-01,"Pennsylvania",18481616,10379386,7706408,1051894,887887,417608,0,583947
"1105",2021-12-01,"Pennsylvania",20120946,10379386,8174643,2617172,1639329,0,468234,1565278
"1106",2022-01-01,"Pennsylvania",21555822,10497691,8414473,3338215,1434876,118304,239830,721043
"1107",2022-02-01,"Pennsylvania",22093352,10667262,8573265,3528636,537530,169571,158792,190421
"1108",2022-03-01,"Pennsylvania",22357701,10755145,8651206,3620861,264349,87883,77941,92225
"1109",2022-04-01,"Pennsylvania",22959881,10856774,8751966,3728233,602180,101629,100760,107372
"1110",2022-05-01,"Pennsylvania",23442802,10941093,8837213,3810404,482921,84319,85247,82171
"1111",2022-06-01,"Pennsylvania",23856433,11032800,8912332,3901775,413631,91707,75119,91371
"1112",2022-07-01,"Pennsylvania",24179583,11126002,8963613,3962515,323150,93202,51281,60740
"1113",2022-08-01,"Pennsylvania",24450718,11195025,9019314,4016329,271135,69023,55701,53814
"1114",2022-09-01,"Pennsylvania",24627159,11253501,9068978,4048358,176441,58476,49664,32029
"1115",2022-10-01,"Pennsylvania",25709145,11353432,9184570,4205521,1081986,99931,115592,157163
"1116",2022-11-01,"Pennsylvania",26459650,11467771,9275086,4314361,750505,114339,90516,108840
"1117",2022-12-01,"Pennsylvania",26925901,11538334,9338897,4388233,466251,70563,63811,73872
"1118",2023-01-01,"Pennsylvania",27149007,11576530,9372130,4425888,223106,38196,33233,37655
"1119",2023-02-01,"Pennsylvania",27297988,11605766,9396887,4452663,148981,29236,24757,26775
"1120",2023-03-01,"Pennsylvania",27325582,11611815,9401784,4457597,27594,6049,4897,4934
"1121",2020-12-01,"Rhode Island",12526,0,0,0,12526,0,0,0
"1122",2021-01-01,"Rhode Island",88094,0,0,0,75568,0,0,0
"1123",2021-02-01,"Rhode Island",245606,176107,0,0,157512,176107,0,0
"1124",2021-03-01,"Rhode Island",552753,345689,218881,0,307147,169582,218881,0
"1125",2021-04-01,"Rhode Island",898947,551411,378325,0,346194,205722,159444,0
"1126",2021-05-01,"Rhode Island",1159456,644533,545968,0,260509,93122,167643,0
"1127",2021-06-01,"Rhode Island",1274182,683333,622705,0,114726,38800,76737,0
"1128",2021-07-01,"Rhode Island",1327428,712633,650713,0,53246,29300,28008,0
"1129",2021-08-01,"Rhode Island",1391907,756887,684934,0,64479,44254,34221,0
"1130",2021-09-01,"Rhode Island",1458701,796301,722296,0,66794,39414,37362,0
"1131",2021-10-01,"Rhode Island",1564114,827389,750690,75439,105413,31088,28394,75439
"1132",2021-11-01,"Rhode Island",1743231,878795,767741,193169,179117,51406,17051,117730
"1133",2021-12-01,"Rhode Island",1948994,942667,809908,337466,205763,63872,42167,144297
"1134",2022-01-01,"Rhode Island",2085245,1001556,836362,415056,136251,58889,26454,77590
"1135",2022-02-01,"Rhode Island",2130126,1020000,854389,438725,44881,18444,18027,23669
"1136",2022-03-01,"Rhode Island",2157555,1031808,863821,453941,27429,11808,9432,15216
"1137",2022-04-01,"Rhode Island",2215722,1042977,873564,467141,58167,11169,9743,13200
